Molecule_Name,Smiles,human_VDss_L_kg,Source,CAS
PNU-145156E,Cn1cc(NC(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4ccc5cc(cc(c5c4)S(=O)(=O)O)S(=O)(=O)O)n(C)c3)n(C)c2)cc1C(=O)Nc6cc(C(=O)Nc7ccc8cc(cc(c8c7)S(=O)(=O)O)S(=O)(=O)O)n(C)c6,0.27,10.1124/dmd.118.082966,154788-16-6
Ponesimod,CCC/N=C\1/N(C(=O)/C(=C/c2ccc(c(c2)Cl)OC[C@@H](CO)O)/S1)c3ccccc3C,2.28,10.1124/dmd.118.082966,854107-55-4
Posaconazole,c1c(n2c(n([C@@H](CC)[C@@H](O)C)nc2)=O)ccc(N2CCN(c3ccc(OC[C@@H]4C[C@](OC4)(Cn4cncn4)c4c(cc(cc4)F)F)cc3)CC2)c1,3.8,10.1124/dmd.118.082966,171228-49-2
PR-104,N(CCO[S](C)(=O)=O)(CC[Br])C(=C(C(NCCO[P](=O)(O)O)=O)C=C1N(=O)=O)C(N(=O)=O)=C1,0.86,10.1124/dmd.118.082966,851627-62-8
Pralatrexate (R),C#CC[C@H](Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0.53,10.1124/dmd.118.082966,1320211-70-8
Pralatrexate (S),C#CC[C@@H](Cc1cnc2c(n1)c(nc(n2)N)N)c3ccc(cc3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,1.5,10.1124/dmd.118.082966,1320211-69-5
Pralidoxime,c1([n+](cccc1)C)\C=N\O,0.8,10.1124/dmd.118.082966,51-15-0
Pramipexole,c12c(C[C@H](CC2)NCCC)sc(n1)N,7,10.1124/dmd.118.082966,104632-26-0
Pramlintide,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CS)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CS)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,0.41,10.1124/dmd.118.082966,151126-32-8
Pravastatin ,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]12,0.46,10.1124/dmd.118.082966,81093-37-0
Prazosin,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4,0.73,10.1124/dmd.118.082966,19216-56-9
Prednisolone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,0.86,10.1124/dmd.118.082966,50-24-8
Prednisone,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,0.57,10.1124/dmd.118.082966,1953/3/2
Prenalterol,c1(ccc(O)cc1)OC[C@H](CNC(C)C)O,4.28,10.1124/dmd.118.082966,57526-81-5
Prexasertib,COc1cccc(OCCCN)c1c2cc(Nc3cnc(cn3)C#N)n[nH]2,22.75,10.1124/dmd.118.082966,1234015-52-1
Prifinium bromide,C(=C1\[C@@H]([N+](CC)(CC)CC1)C)(\c1ccccc1)c1ccccc1,1.87,10.1124/dmd.118.082966,10236-81-4
Prilocaine,CCCNC(C)C(=O)Nc1ccccc1C,3.7,10.1124/dmd.118.082966,721-50-6
Primaquine,COc1cc(NC(C)CCCN)c2ncccc2c1,4,10.1124/dmd.118.082966,90-34-6
Probenecid,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O,0.13,10.1124/dmd.118.082966,57-66-9
Procainamide,CCN(CC)CCNC(=O)c1ccc(N)cc1,2.2,10.1124/dmd.118.082966,1951/6/9
Prochlorperazine,CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,22,10.1124/dmd.118.082966,58-38-8
Procyclidine,OC(CCN1CCCC1)(C2CCCCC2)c3ccccc3,0.74,10.1124/dmd.118.082966,77-37-2
Promazine,CN(C)CCCN1c2ccccc2Sc3ccccc13,8.1,10.1124/dmd.118.082966,58-40-2
Promethazine,CC(CN1c2ccccc2Sc3ccccc13)N(C)C,14,10.1124/dmd.118.082966,60-87-7
Propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc2ccccc2,2.2,10.1124/dmd.118.082966,54063-53-5
Propionyl-L-carnitine,CCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,0.3,10.1124/dmd.118.082966,20064-19-1
Propiverine,c1(ccccc1)C(C(=O)OC1CCN(CC1)C)(OCCC)c1ccccc1,2.73,10.1124/dmd.118.082966,60569-19-9
Propofol,CC(C)c1cccc(C(C)C)c1O,4.7,10.1124/dmd.118.082966,2078-54-8
Propoxyphene,CCC(=O)O[C@@](Cc1ccccc1)([C@H](C)CN(C)C)c2ccccc2,12,10.1124/dmd.118.082966,469-62-5
Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,3.1,10.1124/dmd.118.082966,525-66-6
Propylthiouracil,CCCC1=CC(=O)NC(=S)N1,0.34,10.1124/dmd.118.082966,51-52-5
Proquazone,c12c(n(c(=O)nc1c1ccccc1)C(C)C)cc(C)cc2,0.52,10.1124/dmd.118.082966,22760-18-5
Proxyphyllin,CC(Cn1cnc2c1c(=O)n(c(=O)n2C)C)O,0.59,10.1124/dmd.118.082966,603-00-9
Prucalopride,COCCCN1CCC(CC1)NC(=O)c2cc(c(c3c2OCC3)N)Cl,8.73,10.1124/dmd.118.082966,179474-81-8
Pseudohypericin,Cc1cc(O)c2C(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6C(=O)c7c(O)cc(CO)c8c1c2c(c34)c(c56)c78,0.56,10.1124/dmd.118.082966,55954-61-5
"Pyrazine, 2-diazohydroxide",N(Nc1nccnc1)=O,0.31,10.1124/dmd.118.082966,103829-56-7
Pyridostigmine,CN(C)C(=O)Oc1ccc[n+](C)c1,1.1,10.1124/dmd.118.082966,155-97-5
Pyrimethamine,CCc1nc(N)nc(N)c1c2ccc(Cl)cc2,0.43,10.1124/dmd.118.082966,58-14-0
Quercetin,OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3,0.12,10.1124/dmd.118.082966,117-39-5
Quinacrine,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13,45,10.1124/dmd.118.082966,83-89-6
Quinaprilat,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2Cc3ccccc3C[C@H]2C(=O)O,0.13,10.1124/dmd.118.082966,82768-85-2
Quinidine,COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,2.9,10.1124/dmd.118.082966,56-54-2
Quinine,COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,1.8,10.1124/dmd.118.082966,130-95-0
Quinupristin,CC[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@@H](NC(=O)[C@@H]3CC(=O)[C@H](CS[C@@H]4CN5CCC4CC5)CN3C(=O)C(Cc6ccc(cc6)N(C)C)N(C)C(=O)[C@@H]7CCCN7C1=O)c8ccccc8,0.67,10.1124/dmd.118.082966,120138-50-3
R 82913,c1c(cc2[nH]c(n3C[C@@H]([N@@](Cc1c23)C\C=C(\C)C)C)=S)Cl,21.98,10.1124/dmd.118.082966,126347-69-1
Rabeprazole,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,0.22,10.1124/dmd.118.082966,117976-89-3
Raclopride,c1(c(c(cc(c1O)Cl)Cl)OC)C(=O)NC[C@H]1N(CCC1)CC,1.1,10.1124/dmd.118.082966,84225-95-6
Raloxifene,c1(c(c2ccc(O)cc2)sc2c1ccc(c2)O)C(c1ccc(OCCN2CCCCC2)cc1)=O,7.5,10.1124/dmd.118.082966,84449-90-1
Raltitrexed,c1c(sc(N(Cc2cc3c(cc2)[nH]c(nc3=O)C)C)c1)C(=O)N[C@@H](CCC(O)=O)C(=O)O,6.57,10.1124/dmd.118.082966,112887-68-0
Ramelteon,c1c2OCCc2c2[C@H](CCNC(CC)=O)CCc2c1,1.05,10.1124/dmd.118.082966,196597-26-9
Ranitidine,CN\C(=C/N(=O)=O)\NCCSCc1oc(CN(C)C)cc1,1.2,10.1124/dmd.118.082966,66357-35-5
Ranolazine,c1(c(cccc1)OC)OC[C@@H](CN1CCN(CC(Nc2c(cccc2C)C)=O)CC1)O,1.2,10.1124/dmd.118.082966,95635-55-5
Reboxetine,CCOc1ccccc1O[C@@H]([C@H]2CNCCO2)c3ccccc3,0.65,10.1124/dmd.118.082966,71620-89-8
Recainam,CC(C)NCCCNC(=O)Nc1c(C)cccc1C,1.4,10.1124/dmd.118.082966,74738-24-2
Regadenoson,OC[C@@H]1[C@@H](O)[C@@H](O)[C@@H](O1)n1cnc2c(N)nc(nc12)n1ncc(c1)C(=O)NC,0.94,10.1124/dmd.118.082966,313348-27-5
Remifentanil,CCC(=O)N(c1ccccc1)C2(CCN(CCC(=O)OC)CC2)C(=O)OC,0.4,10.1124/dmd.118.082966,132875-61-7
Remikiren,[H]N(C([C@@H](Cc1ccccc1)CS(C(C)(C)C)(=O)=O)=O)[C@@H](Cc1cn([H])cn1)C(N([H])[C@@H](CC1CCCCC1)[C@H](C(C1CC1)O[H])O[H])=O,0.77,10.1124/dmd.118.082966,126222-34-2
Remimazolam,Brc3cc2\C(=N/[C@H](c1ncc(n1c2cc3)C)CCC(=O)OC)c4ncccc4,0.44,10.1124/dmd.118.082966,308242-62-8
Remoxipride,CCN1CCC[C@H]1CNC(=O)c2c(OC)ccc(Br)c2OC,0.65,10.1124/dmd.118.082966,80125-14-0
Repaglinide,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3)ccc1C(=O)O,0.35,10.1124/dmd.118.082966,135062-02-1
Repinotan,O=C1N(CCCCNC[C@H]2CCc3ccccc3O2)S(=O)(=O)c4ccccc14,0.21,10.1124/dmd.118.082966,144980-29-0
RGB-286638,N(C(=O)NN1CCOCC1)c1c2C(=O)c3c([nH]nc3c3ccc(cc3)CN3CCN(CC3)CCOC)c2ccc1,5.9,10.1124/dmd.118.082966,784210-88-4
Ribavirin,NC(=O)c1ncn(n1)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O,14,10.1124/dmd.118.082966,36791-04-5
Ribostamycin,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O)[C@H]2O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@H](N)[C@@H](O)[C@@H]1O,0.25,10.1124/dmd.118.082966,25546-65-0
Ridogrel,[H]OC(CCCCON=C(c1cccc(c1)C(F)(F)F)c1cccnc1)=O,0.43,10.1124/dmd.118.082966,110140-89-1
Rifabutin,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4C(=O)C(=C5NC6(CCN(CC(C)C)CC6)N=C5c4c3C2=O)NC(=O)\C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C,9.3,10.1124/dmd.118.082966,72559-06-9
Rifampin,CO[C@H]1\C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(NC(=O)\C(=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@@H]1C)\C)c(\C=N\N5CCN(C)CC5)c(O)c4c3C2=O,0.97,10.1124/dmd.118.082966,13292-46-1
Rigosertib,COc1ccc(cc1NCC(=O)O)CS(=O)(=O)/C=C/c2c(cc(cc2OC)OC)OC,0.11,10.1124/dmd.118.082966,592542-59-1
Rilmenidine,C1CC1C(C2CC2)NC3=NCCO3,4.5,10.1124/dmd.118.082966,54187-04-1
Riluzole,s1c(nc2c1cc(cc2)OC(F)(F)F)N,3.5,10.1124/dmd.118.082966,1744-22-5
Rimiducid,CC[C@@H](c1cc(c(c(c1)OC)OC)OC)C(=O)N2CCCC[C@H]2C(=O)O[C@H](CCc3ccc(c(c3)OC)OC)c4cccc(c4)OCC(=O)NCCNC(=O)COc5cccc(c5)[C@@H](CCc6ccc(c(c6)OC)OC)OC(=O)[C@@H]7CCCCN7C(=O)[C@@H](CC)c8cc(c(c(c8)OC)OC)OC,0.82,10.1124/dmd.118.082966,195514-63-7
Riociguat,CN(c1c(nc(nc1N)c2c3cccnc3n(n2)Cc4ccccc4F)N)C(=O)OC,0.44,10.1124/dmd.118.082966,625115-55-1
Risedronic acid (Risedronate),OC(Cc1cccnc1)(P(=O)(O)O)P(=O)(O)O,6.3,10.1124/dmd.118.082966,105462-24-6
Risperidone,CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1,1.1,10.1124/dmd.118.082966,106266-06-2
Ritanserin,CC1=C(CCN2CCC(CC2)=C(c2ccc(cc2)F)c2ccc(cc2)F)C(N2C=CSC2=N1)=O,1.41,10.1124/dmd.118.082966,87051-43-2
Ritipenem ,C1(=O)N2[C@@H]([C@H]1[C@H](O)C)SC(COC(N)=O)=C2C(=O)[O-].[Na+],0.24,10.1124/dmd.118.082966,84845-58-9
Ritodrine,C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c2ccc(O)cc2,4.4,10.1124/dmd.118.082966,26652-09-5
Rivaroxaban,C1OCCN(c2ccc(cc2)N2C(O[C@H](C2)CNC(c2sc(cc2)Cl)=O)=O)C1=O,0.7,10.1124/dmd.118.082966,366789-02-8
Rivastigmine,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,1.3,10.1124/dmd.118.082966,123441-03-2
Rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,1.9,10.1124/dmd.118.082966,144034-80-0
Ro 02-70608,O=C(C(C(Cl)=CC=C1)=C1C)N[C@H](C(O)=O)CC2=CC=C(NC(C(C(Cl)=CN=C3)=C3Cl)=O)C=C2,0.3,10.1124/dmd.118.082966,1160849-72-8
Ro25-6833,[H]N([H])c1nc(cs1)C(C(N([H])[C@@H]1C(N2C(=C(CS[C@H]12)C=C1CCN(CC(F)(F)F)C1=O)C(=O)O[H])=O)=O)=NO[H],0.11,10.1124/dmd.118.082966,161672-76-0
Rocuronium,CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N5CCOCC5)[N+]6(CC=C)CCCC6,0.21,10.1124/dmd.118.082966,143558-00-3
Rofecoxib,c1ccc(cc1)C=1C(=O)OCC1c1ccc(cc1)S(=O)(=O)C,1.3,10.1124/dmd.118.082966,162011-90-7
Roflumilast,C(=O)(c1ccc(c(c1)OCC1CC1)OC(F)F)Nc1c(cncc1Cl)Cl,1.92,10.1124/dmd.118.082966,162401-32-3
Rolipram,c1(c(ccc(c1)[C@@H]1CNC(C1)=O)OC)OC1CCCC1,0.67,10.1124/dmd.118.082966,61413-54-5
Rolitetracycline,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCN4CCCC4)C(=O)c5c(O)cccc5[C@@]3(C)O,0.54,10.1124/dmd.118.082966,751-97-3
Rolofylline,C12CC3C(C1)(CC(C3)C2)c1nc2n(c(=O)n(c(=O)c2[nH]1)CCC)CCC,4.3,10.1124/dmd.118.082966,136199-02-5
Romidepsin,C\C=C\1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,1.2,10.1124/dmd.118.082966,128517-07-7
Ropinirole,N1C(Cc2c1cccc2CCN(CCC)CCC)=O,7.7,10.1124/dmd.118.082966,91374-21-9
Ropivacaine,CCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C,0.75,10.1124/dmd.118.082966,84057-95-4
Roquinimex,CN(C(=O)C1=C(O)c2ccccc2N(C)C1=O)c3ccccc3,0.21,10.1124/dmd.118.082966,84088-42-6
Rosaramicin,C1=CC([C@@H](C[C@@H]([C@@H]([C@@H](C)[C@@H](CC(O[C@@H]([C@@H](C)[C@@H]2O[C@@]12C)CC)=O)O)O[C@@H]1O[C@@H](C[C@@H]([C@@H]1O)N(C)C)C)CC=O)C)=O,2.83,10.1124/dmd.118.082966,35834-26-5
Rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c3ccccn3,0.2,10.1124/dmd.118.082966,122320-73-4
Rosuvastatin,CC(C)c1nc(nc(c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(=O)(=O)C,1.7,10.1124/dmd.118.082966,287714-41-4
Rotigotine,c12c(CC[C@@H](C1)[N@@](CCc1cccs1)CCC)c(ccc2)O,5.7,10.1124/dmd.118.082966,99755-59-6
RSD921,CN([C@@H]1CCCC[C@H]1N2CCCC2)C(=O)Cc3cccc4c3ccs4,1.1,10.1124/dmd.118.082966,114419-77-1
Rucaparib,CNCc1ccc(cc1)c2[nH]c3cc(F)cc4C(=O)NCCc2c34,3.28,10.1124/dmd.118.082966,283173-50-2
S 12363,C1[N@@]2CC=C[C@@]3([C@@H]([C@@]([C@@H]4N(C)c5cc(OC)c(cc5[C@@]4(C1)[C@@H]23)[C@@]1(c2c(CC[N@@]3C[C@@](C[C@@H](C1)C3)(O)CC)c1ccccc1[nH]2)C(OC)=O)(O)C(=O)N[C@@H](C(C)C)P(OCC)(=O)OCC)O)CC.S(=O)(=O)(O)O,4.67,10.1124/dmd.118.082966,123286-01-1
S-0139,C(OC(/C=C/C(=C1NC(/C=C/C(O)=O)=O)C=C(C=C1)O)=O)[C@@](C([C@@]([C@]1(C(O)=O)CC2)(CC2(C)C)[H])=CC2)([C@@](C)([C@]2([C@](C)([C@@]2(C(C)(C)C(C3)=O)[H])C3)[H])CC2)CC1,1.45,10.1124/dmd.118.082966,162059-95-2
Sabeluzole,[H]O[C@H](CN1CCC(CC1)N(C)c1nc2ccccc2s1)COc1ccc(cc1)F,5.5,10.1124/dmd.118.082966,104383-17-7
Safinamide,C[C@@H](C(=O)N)NCc1ccc(cc1)OCc2cccc(c2)F,2.19,10.1124/dmd.118.082966,133865-89-1
Salvianolic acid B,c1cc(c(cc1C[C@H](C(=O)O)OC(=O)/C=C/c2ccc(c3c2[C@@H]([C@H](O3)c4ccc(c(c4)O)O)C(=O)OC(Cc5ccc(c(c5)O)O)C(=O)O)O)O)O,0.14,10.1124/dmd.118.082966,121521-90-2
Saquinavir,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4,3.6,10.1124/dmd.118.082966,127779-20-8
SAR 125844,O=C(NC1=NC2=CC=C(C=C2S1)SC3=NN=C4C=CC(C5=CC=C(C=C5)F)=NN43)NCCN6CCOCC6,4.1,10.1124/dmd.118.082966,1116743-46-4
SarCNU,CN(CC(=O)N)C(=O)N(CCCl)N=O,0.76,10.1124/dmd.118.082966,81965-43-7
Sardomozide,c12c(C(=N)N)cccc1\C(=N\NC(=N)N)CC2,20,10.1124/dmd.118.082966,149400-88-4
Satavaptan,C1C[C@H](CC[C@@]21c1cc(OCC)ccc1N(S(=O)(c1c(cc(C(NC(C)(C)C)=O)cc1)OC)=O)C2=O)OCCN1CCOCC1,7,10.1124/dmd.118.082966,185913-78-4
Saxagliptin,N1([C@H](CC2[C@H]1C2)C#N)C(=O)[C@@H](C12CC3CC(C1)(O)CC(C3)C2)N,1.8,10.1124/dmd.118.082966,361442-04-8
Sch34343,C[C@@H](O)[C@@H]1[C@H]2SC(=C(N2C1=O)C(=O)O)SCCOC(=O)N,0.3,10.1124/dmd.118.082966,95415-91-1
Scopolamine,CN1[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)[C@H](CO)c4ccccc4,3.1,10.1124/dmd.118.082966,51-34-3
Scutellarin,c1cc(ccc1c2cc(=O)c3c(o2)cc(c(c3O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O,0.88,10.1124/dmd.118.082966,27740-01-8
Secretin (human),C[C@H]([C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2cnc[nH]2)N)O,0.16,10.1124/dmd.118.082966,108153-74-8
Secretin (porcine),C([C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(NCC(N[C@@H](C(N[C@@H](C(C)C)C(O)=O)=O)CC(C)C)=O)=O)CCC(N)=O)=O)CC(C)C)=O)CC(C)C)=O)CCCNC(N)=N)=O)CCC(N)=O)=O)CC(C)C)=O)CCCNC(N)=N)=O)C)=O)CO)=O)CC(O)=O)=O)CCCNC(N)=N)=O)CC(C)C)=O)CCCNC(N)=N)=O)CO)=O)CC(C)C)=O)CCC(O)=O)=O)CO)=O)[C@@H](C)O)=O)NC([C@@H](NC(CNC([C@@H](NC([C@@H](NC([C@@H](Cc1[nH]ccn1)N)=O)CO)=O)CC(O)=O)=O)=O)[C@@H](C)O)=O)c1ccccc1,0.03,10.1124/dmd.118.082966,1393-25-5
Selegiline,CC(Cc1ccccc1)N(C)CC#C,1.9,10.1124/dmd.118.082966,2323-36-6
Sematilide,CCN(CC)CCNC(=O)c1ccc(NS(=O)(=O)C)cc1,0.82,10.1124/dmd.118.082966,101526-83-4
Semaxanib,N1C(\C(c2ccccc12)=C/c1[nH]c(cc1C)C)=O,0.98,10.1124/dmd.118.082966,194413-58-6
Sermorelin,"C([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](Cc1ccc(O)cc1)N)=O)C)=O)CC(O)=O)=O)C)=O)[C@@H](CC)C)=O)C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](Cc1ccc(O)cc1)C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(NCC(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](CCCNC(N)=N)C(N)=O)=O)CO)=O)CCSC)=O)[C@@H](CC)C)=O)CC(O)=O)=O)CCC(N)=O)=O)CC(C)C)=O)CC(C)C)=O)CCCCN)=O)CCCNC(N)=N)=O)C)=O)CO)=O)CC(C)C)=O)CCC(N)=O)=O)=O)CC(C)C)=O)C(C)C)=O)CCCCN)=O)CCCNC(N)=N)=O)=O)CO)=O)CC(N)=O)=O)[C@@H](C)O)=O)c1ccccc1
",0.34,10.1124/dmd.118.082966,86168-78-7
Silatecan,[Si](C(C)(C)C)(C)(C)C(=C1C(C(N(C1)C(=O)C1=C2[C@](CC)(O)C(OC1)=O)=C2)=N1)C(C1=CC1)=CC=1O,0.47,10.1124/dmd.118.082966,220913-32-6
Sildenafil,c1(c2nc3c(c(=O)[nH]2)n(nc3CCC)C)c(ccc(c1)S(=O)(=O)N1CCN(CC1)C)OCC,1.36,10.1124/dmd.118.082966,139755-83-2
Sinitrodil,C(CON(=O)=O)N1COc2ccccc2C1=O,0.68,10.1124/dmd.118.082966,143248-63-9
Sipatrigine,c1(c2c(nc(N3CCN(C)CC3)nc2)N)c(c(cc(c1)Cl)Cl)Cl,15.31,10.1124/dmd.118.082966,130800-90-7
Sisomicin,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(=CC[C@H]3N)CN)[C@@H]2O)OC[C@]1(C)O,0.19,10.1124/dmd.118.082966,32385-11-8
Sitafloxacin,N[C@@H]1CN(CC12CC2)c3c(F)cc4C(=O)C(=CN([C@@H]5C[C@@H]5F)c4c3Cl)C(=O)O,1.5,10.1124/dmd.118.082966,127254-12-0
Sitagliptin,N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc3cc(F)c(F)cc3F,2.8,10.1124/dmd.118.082966,486460-32-6
"Sitosterol, ¦Â-",CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,0.3,10.1124/dmd.118.082966,83-46-5
SK-896,O=C(N(CCC1)[C@@H]1C(N[C@]([C@@H](C)CC)([H])C(N[C@H](C(N[C@]([C@H](O)C)([H])C(N[C@H](C(NCC(N[C@@H](CCC(O)=O)C(N[C@@H](CC(C)C)C(N[C@@H](CCC(N)=O)C(N[C@@H](CCCNC(N)=N)C(N[C@@H](CC(C)C)C(N[C@@H](CCC(N)=O)C(N[C@@H](CCC(O)=O)C(N[C@@H](CCCCN)C(N[C@@H](CCC(O)=O)C(N[C@@H](CCCNC(N)=N)C(N[C@@H](CC(N)=O)C(N[C@@H](CCCCN)C(NCC(N[C@@H](CCC(N)=O)C(N[C@H](C(O)=O)CCO)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)CC2=CC=C(O)C=C2)=O)=O)CC3=CC=CC=C3)=O)=O)[C@H](C(C)C)NC([C@@H](N)CC4=CC=CC=C4)=O,0.07,10.1124/dmd.118.082966,131418-27-4
SNS-032,N1CCC(CC1)C(=O)Nc1sc(cn1)SCc1oc(cn1)C(C)(C)C,5.14,10.1124/dmd.118.082966,345627-80-7
