Molecule_Name,Smiles,human_fup,Source,CAS/InChiKey
89987-06-4,OP(O)(=O)C(Sc1ccc(Cl)cc1)P(O)(O)=O,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C7H9ClO6P2S/c8-5-1-3-6(4-2-5)17-7(15(9,10)11)16(12,13)14/h1-4,7H,(H2,9,10,11)(H2,12,13,14)"
50-37-3,CN1C[C@@H](C=C2[C@H]1Cc1c[nH]c3cccc2c31)C(=O)N(CC)CC,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C20H25N3O/c1-4-23(5-2)20(24)14-9-16-15-7-6-8-17-19(15)13(11-21-17)10-18(16)22(3)12-14/h6-9,11,14,18,21H,4-5,10,12H2,1-3H3/t14-,18-/m1/s1"
152-97-6,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C22H29FO4/c1-11-6-14-13-8-16(23)15-7-12(25)4-5-21(15,2)20(13)17(26)9-22(14,3)19(11)18(27)10-24/h4-5,7,11,13-14,16-17,19-20,24,26H,6,8-10H2,1-3H3/t11-,13+,14+,16+,17+,19-,20-,21+,22+/m1/s1"
58186-27-9,CC1C(=O)C(OC)=C(OC)C(=O)C=1CCCCCCCCCCO,0.1,10.1186/s13321-018-0263-1,"InChI=1S/C19H30O5/c1-14-15(12-10-8-6-4-5-7-9-11-13-20)17(22)19(24-3)18(23-2)16(14)21/h20H,4-13H2,1-3H3"
82791-93-3,C1=CC2=C(C=C1C(=O)O)NC(=N2)C(F)(F)F,0.1009,10.1186/s13321-018-0263-1,"InChI=1S/C9H5F3N2O2/c10-9(11,12)8-13-5-2-1-4(7(15)16)3-6(5)14-8/h1-3H,(H,13,14)(H,15,16)"
371129-59-8,CCN(CC)CCN1C2=CC=CC=C2C3=CN=C(C(=C31)C#N)N,0.1009,10.1186/s13321-018-0263-1,"InChI=1S/C18H21N5/c1-3-22(4-2)9-10-23-16-8-6-5-7-13(16)15-12-21-18(20)14(11-19)17(15)23/h5-8,12H,3-4,9-10H2,1-2H3,(H2,20,21)"
672266-48-7,CC1=CC=C(C=C1)S(=O)(=O)NCCSC2=NN=NN2C3=CC=C(C=C3)C(=O)N,0.1009,10.1186/s13321-018-0263-1,"InChI=1S/C17H18N6O3S2/c1-12-2-8-15(9-3-12)28(25,26)19-10-11-27-17-20-21-22-23(17)14-6-4-13(5-7-14)16(18)24/h2-9,19H,10-11H2,1H3,(H2,18,24)"
851776-28-8,C1CC2=C(C1)NN=C2C3=NNN=N3,0.1009,10.1186/s13321-018-0263-1,"InChI=1S/C7H8N6/c1-2-4-5(3-1)8-9-6(4)7-10-12-13-11-7/h1-3H2,(H,8,9)(H,10,11,12,13)"
CHEMBL191553,CC(=O)NC1=CC=C(C=C1)CNC2=NNC3=C2C(=NC=C3)OC4=CC=CC=C4,0.1009,10.1186/s13321-018-0263-1,"InChI=1S/C21H19N5O2/c1-14(27)24-16-9-7-15(8-10-16)13-23-20-19-18(25-26-20)11-12-22-21(19)28-17-5-3-2-4-6-17/h2-12H,13H2,1H3,(H,24,27)(H2,23,25,26)"
CHEMBL1934417,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NN2C(C)CCOC)C)C(=O)N[C@@H](C)C(C)(C)C,0.1009,10.1186/s13321-018-0263-1,"InChI=1S/C23H36N4O4S/c1-15-9-11-19(12-10-15)32(29,30)26-21-20(22(28)24-18(4)23(5,6)7)17(3)25-27(21)16(2)13-14-31-8/h9-12,16,18,26H,13-14H2,1-8H3,(H,24,28)/t16?,18-/m0/s1"
CHEMBL1957848,C1COCCN1C2=CC(=O)N3C=CN(C3=N2)CC4=CC(=CC=C4)Cl,0.1009,10.1186/s13321-018-0263-1,"InChI=1S/C17H17ClN4O2/c18-14-3-1-2-13(10-14)12-21-4-5-22-16(23)11-15(19-17(21)22)20-6-8-24-9-7-20/h1-5,10-11H,6-9,12H2"
CHEMBL402501,C[C@H](CC1=CC(=CC=C1)CC(=O)NC23CC4CC(C2)CC(C4)C3)NC[C@@H](C5=CC(=C(C=C5)O)CO)O,0.1009,10.1186/s13321-018-0263-1,"InChI=1S/C30H40N2O4/c1-19(31-17-28(35)25-5-6-27(34)26(13-25)18-33)7-20-3-2-4-21(8-20)12-29(36)32-30-14-22-9-23(15-30)11-24(10-22)16-30/h2-6,8,13,19,22-24,28,31,33-35H,7,9-12,14-18H2,1H3,(H,32,36)/t19-,22?,23?,24?,28+,30?/m1/s1"
CHEMBL591931,C1=CC=C(C=C1)C2=C3C=C(SC3=CC=C2)C(=N)N,0.1009,10.1186/s13321-018-0263-1,"InChI=1S/C15H12N2S/c16-15(17)14-9-12-11(7-4-8-13(12)18-14)10-5-2-1-3-6-10/h1-9H,(H3,16,17)"
91-62-3,Cc1cc2ccc[n]c2cc1,0.101,10.1186/s13321-018-0263-1,"InChI=1S/C10H9N/c1-8-4-5-10-9(7-8)3-2-6-11-10/h2-7H,1H3"
5902-51-2,CC1NC(=O)N(C(=O)C=1Cl)C(C)(C)C,0.102481667,10.1186/s13321-018-0263-1,"InChI=1S/C9H13ClN2O2/c1-5-6(10)7(13)12(8(14)11-5)9(2,3)4/h1-4H3,(H,11,14)"
120014-06-4,COc1cc2C(=O)C(CC3CCN(Cc4ccccc4)CC3)Cc2cc1OC,0.102518291,10.1186/s13321-018-0263-1,"InChI=1S/C24H29NO3/c1-27-22-14-19-13-20(24(26)21(19)15-23(22)28-2)12-17-8-10-25(11-9-17)16-18-6-4-3-5-7-18/h3-7,14-15,17,20H,8-13,16H2,1-2H3"
1008503-58-9,COCCNCC1=CC=C(C=C1)NC2=NC=C3C=C(C=CC3=N2)C4=CC=NC=C4,0.103,10.1186/s13321-018-0263-1,"InChI=1S/C23H23N5O/c1-29-13-12-25-15-17-2-5-21(6-3-17)27-23-26-16-20-14-19(4-7-22(20)28-23)18-8-10-24-11-9-18/h2-11,14,16,25H,12-13,15H2,1H3,(H,26,27,28)"
171286-69-4,C1=CC=C(C=C1)NC2=NC(=C(S2)C(=NC#N)N)N,0.103,10.1186/s13321-018-0263-1,"InChI=1S/C11H10N6S/c12-6-15-9(13)8-10(14)17-11(18-8)16-7-4-2-1-3-5-7/h1-5H,14H2,(H2,13,15)(H,16,17)"
CHEMBL1088029,CC1=CN=C(S1)NC2=CC(=NC(=N2)N[C@@H](C)C3=NC=C(C=N3)F)OC,0.103,10.1186/s13321-018-0263-1,"InChI=1S/C15H16FN7OS/c1-8-5-19-15(25-8)22-11-4-12(24-3)23-14(21-11)20-9(2)13-17-6-10(16)7-18-13/h4-7,9H,1-3H3,(H2,19,20,21,22,23)/t9-/m0/s1"
CHEMBL452664,CN(C)CCNC1=C(C=C2C(=C1)C(=C(C=N2)C(=O)N)NC3=C(C(=CC=C3)Cl)Cl)OC,0.103,10.1186/s13321-018-0263-1,"InChI=1S/C21H23Cl2N5O2/c1-28(2)8-7-25-17-9-12-16(10-18(17)30-3)26-11-13(21(24)29)20(12)27-15-6-4-5-14(22)19(15)23/h4-6,9-11,25H,7-8H2,1-3H3,(H2,24,29)(H,26,27)"
111-65-9,CCCCCCCC,0.10307,10.1186/s13321-018-0263-1,"InChI=1S/C8H18/c1-3-5-7-8-6-4-2/h3-8H2,1-2H3"
43121-43-3,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)[n]1c[n]c[n]1,0.10385,10.1186/s13321-018-0263-1,"InChI=1S/C14H16ClN3O2/c1-14(2,3)12(19)13(18-9-16-8-17-18)20-11-6-4-10(15)5-7-11/h4-9,13H,1-3H3"
24219-97-4,CN1CCN2C(C1)c1ccccc1Cc1ccccc21,0.105,10.1186/s13321-018-0263-1,"InChI=1S/C18H20N2/c1-19-10-11-20-17-9-5-3-7-15(17)12-14-6-2-4-8-16(14)18(20)13-19/h2-9,18H,10-13H2,1H3"
226907-52-4,COCCOC1=NC(=C2C(=N1)N(C(=O)N2)CC3=CC=CC=C3)N,0.1051,10.1186/s13321-018-0263-1,"InChI=1S/C15H17N5O3/c1-22-7-8-23-14-18-12(16)11-13(19-14)20(15(21)17-11)9-10-5-3-2-4-6-10/h2-6H,7-9H2,1H3,(H,17,21)(H2,16,18,19)"
CHEMBL1447076,C1C(N(N=C1C2=CC=C(C=C2)Br)C3=CC=C(C=C3)S(=O)(=O)N)C4=CC=C(C=C4)F,0.1051,10.1186/s13321-018-0263-1,"InChI=1S/C21H17BrFN3O2S/c22-16-5-1-14(2-6-16)20-13-21(15-3-7-17(23)8-4-15)26(25-20)18-9-11-19(12-10-18)29(24,27)28/h1-12,21H,13H2,(H2,24,27,28)"
CHEMBL1650730,C[C@@H](C1=NC=C(C=N1)F)NC2=NC=C(C(=N2)NC3=CC(=NN3)N(C)C)Cl,0.1051,10.1186/s13321-018-0263-1,"InChI=1S/C15H17ClFN9/c1-8(13-18-5-9(17)6-19-13)21-15-20-7-10(16)14(23-15)22-11-4-12(25-24-11)26(2)3/h4-8H,1-3H3,(H3,20,21,22,23,24,25)/t8-/m0/s1"
CHEMBL2171038,CC1=CC=CC=C1S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)OC4=CC(=C(C=C4)Cl)Cl,0.1051,10.1186/s13321-018-0263-1,"InChI=1S/C24H29Cl2N3O4S/c1-17-4-2-3-5-23(17)34(31,32)27-24(30)29-12-8-18(9-13-29)28-14-10-19(11-15-28)33-20-6-7-21(25)22(26)16-20/h2-7,16,18-19H,8-15H2,1H3,(H,27,30)"
120-47-8,CCOC(=O)c1ccc(O)cc1,0.105746085,10.1186/s13321-018-0263-1,"InChI=1S/C9H10O3/c1-2-12-9(11)7-3-5-8(10)6-4-7/h3-6,10H,2H2,1H3"
36505-84-7,O=C1CC2(CC(=O)N1CCCCN1CCN(CC1)c1[n]ccc[n]1)CCCC2,0.105782797,10.1186/s13321-018-0263-1,"InChI=1S/C21H31N5O2/c27-18-16-21(6-1-2-7-21)17-19(28)26(18)11-4-3-10-24-12-14-25(15-13-24)20-22-8-5-9-23-20/h5,8-9H,1-4,6-7,10-17H2"
2465-27-2,Cl.CN(C)c1ccc(cc1)C(=N)c1ccc(cc1)N(C)C,0.107,10.1186/s13321-018-0263-1,"InChI=1S/C17H21N3.ClH/c1-19(2)15-9-5-13(6-10-15)17(18)14-7-11-16(12-8-14)20(3)4;/h5-12,18H,1-4H3;1H"
119-36-8,COC(=O)c1ccccc1O,0.107,10.1186/s13321-018-0263-1,"InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3"
CHEMBL1090630,CCCCCCCC(=O)N[C@@H](C)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)[C@@H](C)O,0.1073,10.1186/s13321-018-0263-1,"InChI=1S/C54H93N15O13/c1-7-8-9-10-14-17-42(72)60-31(4)45(73)68-44(33(6)71)54(82)65-37(20-25-57)47(75)64-39-22-27-59-53(81)43(32(5)70)69-50(78)38(21-26-58)62-46(74)35(18-23-55)63-51(79)40(28-30(2)3)66-52(80)41(29-34-15-12-11-13-16-34)67-48(76)36(19-24-56)61-49(39)77/h11-13,15-16,30-33,35-41,43-44,70-71H,7-10,14,17-29,55-58H2,1-6H3,(H,59,81)(H,60,72)(H,61,77)(H,62,74)(H,63,79)(H,64,75)(H,65,82)(H,66,80)(H,67,76)(H,68,73)(H,69,78)/t31-,32+,33+,35-,36-,37-,38-,39-,40-,41+,43-,44-/m0/s1"
CHEMBL2179285,CC1=CN(C(=O)NC1=O)[C@H]2CCCN(C2)[C@H](CC3CCOCC3)C4=CC(=C(C=C4)C(=O)O)OC5=CC(=CC=C5)Cl,0.1073,10.1186/s13321-018-0263-1,"InChI=1S/C30H34ClN3O6/c1-19-17-34(30(38)32-28(19)35)23-5-3-11-33(18-23)26(14-20-9-12-39-13-10-20)21-7-8-25(29(36)37)27(15-21)40-24-6-2-4-22(31)16-24/h2,4,6-8,15-17,20,23,26H,3,5,9-14,18H2,1H3,(H,36,37)(H,32,35,38)/t23-,26+/m0/s1"
CHEMBL323776,CN(CCNCCC1=C2C(=C(C=C1)O)NC(=O)S2)C(=O)CCOCCC3=CC=CC=C3,0.1073,10.1186/s13321-018-0263-1,"InChI=1S/C23H29N3O4S/c1-26(20(28)11-16-30-15-10-17-5-3-2-4-6-17)14-13-24-12-9-18-7-8-19(27)21-22(18)31-23(29)25-21/h2-8,24,27H,9-16H2,1H3,(H,25,29)"
CHEMBL398149,CC(=O)NC1=CC=CC(=C1)NC2=NC3=C(C=NN3C(=N2)NC4CC4)C#N,0.1073,10.1186/s13321-018-0263-1,"InChI=1S/C17H16N8O/c1-10(26)20-13-3-2-4-14(7-13)21-16-23-15-11(8-18)9-19-25(15)17(24-16)22-12-5-6-12/h2-4,7,9,12H,5-6H2,1H3,(H,20,26)(H2,21,22,23,24)"
94361-06-5,CC(C1CC1)C(O)(C[n]1c[n]c[n]1)c1ccc(Cl)cc1,0.109092667,10.1186/s13321-018-0263-1,"InChI=1S/C15H18ClN3O/c1-11(12-2-3-12)15(20,8-19-10-17-9-18-19)13-4-6-14(16)7-5-13/h4-7,9-12,20H,2-3,8H2,1H3"
84225-95-6,CCN1CCC[C@H]1CNC(=O)C2=C(C(=CC(=C2OC)Cl)Cl)O,0.1095,10.1186/s13321-018-0263-1,"InChI=1S/C15H20Cl2N2O3/c1-3-19-6-4-5-9(19)8-18-15(21)12-13(20)10(16)7-11(17)14(12)22-2/h7,9,20H,3-6,8H2,1-2H3,(H,18,21)/t9-/m0/s1"
672951-59-6,C1C(OC2=NC(=C(C(=C21)N)C#N)N)COC3=CC=CC=C3,0.1095,10.1186/s13321-018-0263-1,"InChI=1S/C15H14N4O2/c16-7-12-13(17)11-6-10(21-15(11)19-14(12)18)8-20-9-4-2-1-3-5-9/h1-5,10H,6,8H2,(H4,17,18,19)"
CHEMBL1939560,C[C@H](C1=NC2=C(C=CC=N2)C(=O)N1C3=CC=C(C=C3)Cl)N(CC4CCS(=O)(=O)CC4)C(=O)CC5=CC(=C(C=C5)C(F)(F)F)F,0.1095,10.1186/s13321-018-0263-1,"InChI=1S/C30H27ClF4N4O4S/c1-18(28-37-27-23(3-2-12-36-27)29(41)39(28)22-7-5-21(31)6-8-22)38(17-19-10-13-44(42,43)14-11-19)26(40)16-20-4-9-24(25(32)15-20)30(33,34)35/h2-9,12,15,18-19H,10-11,13-14,16-17H2,1H3/t18-/m1/s1"
CHEMBL2164564,COC1=CC=C(C=C1)C2=C(C=C3N2N=CC=C3)C(=O)N4CCC[C@H]4CO,0.1095,10.1186/s13321-018-0263-1,"InChI=1S/C20H21N3O3/c1-26-17-8-6-14(7-9-17)19-18(12-15-4-2-10-21-23(15)19)20(25)22-11-3-5-16(22)13-24/h2,4,6-10,12,16,24H,3,5,11,13H2,1H3/t16-/m0/s1"
CHEMBL2178939,CC1=C(N=C(C(=N1)C)C(=O)N)C2=CC=C(C=C2)C3CCC(CC3)CC(=O)NS(=O)(=O)C,0.1095,10.1186/s13321-018-0263-1,"InChI=1S/C22H28N4O4S/c1-13-20(25-21(22(23)28)14(2)24-13)18-10-8-17(9-11-18)16-6-4-15(5-7-16)12-19(27)26-31(3,29)30/h8-11,15-16H,4-7,12H2,1-3H3,(H2,23,28)(H,26,27)"
CHEMBL2338406,CC(C)(C)NC(=O)NCCN1CCC(CC1)CNC(=O)C2=CC(=CC(=C2)Cl)Cl,0.1095,10.1186/s13321-018-0263-1,"InChI=1S/C20H30Cl2N4O2/c1-20(2,3)25-19(28)23-6-9-26-7-4-14(5-8-26)13-24-18(27)15-10-16(21)12-17(22)11-15/h10-12,14H,4-9,13H2,1-3H3,(H,24,27)(H2,23,25,28)"
CHEMBL560167,C1C2CC3CC1CC(C2)(C3)CNC(=O)C4=CC(=NC=C4Cl)OCCNCCCO,0.1095,10.1186/s13321-018-0263-1,"InChI=1S/C22H32ClN3O3/c23-19-13-25-20(29-5-3-24-2-1-4-27)9-18(19)21(28)26-14-22-10-15-6-16(11-22)8-17(7-15)12-22/h9,13,15-17,24,27H,1-8,10-12,14H2,(H,26,28)"
91-59-8,Nc1cc2ccccc2cc1,0.10989702,10.1186/s13321-018-0263-1,"InChI=1S/C10H9N/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,11H2"
452-35-7,CCOc1cc2[s]c([n]c2cc1)S(N)(=O)=O,0.11,10.1186/s13321-018-0263-1,"InChI=1S/C9H10N2O3S2/c1-2-14-6-3-4-7-8(5-6)15-9(11-7)16(10,12)13/h3-5H,2H2,1H3,(H2,10,12,13)"
34487-61-1| 143-74-8,[Na+].[O-]c1ccc(cc1)C1(OS(=O)(=O)c2ccccc12)c1ccc(O)cc1,0.111658408,10.1186/s13321-018-0263-1,"InChI=1S/C19H14O5S.Na/c20-15-9-5-13(6-10-15)19(14-7-11-16(21)12-8-14)17-3-1-2-4-18(17)25(22,23)24-19;/h1-12,20-21H;/q;+1/p-1"
CHEMBL1090941,CCCCCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)[C@@H](C)O,0.1118,10.1186/s13321-018-0263-1,"InChI=1S/C54H93N15O13/c1-7-8-9-10-14-17-42(72)61-35(18-23-55)49(77)69-44(33(6)71)54(82)60-31(4)45(73)62-39-22-27-59-53(81)43(32(5)70)68-50(78)38(21-26-58)64-46(74)36(19-24-56)65-51(79)40(28-30(2)3)66-52(80)41(29-34-15-12-11-13-16-34)67-47(75)37(20-25-57)63-48(39)76/h11-13,15-16,30-33,35-41,43-44,70-71H,7-10,14,17-29,55-58H2,1-6H3,(H,59,81)(H,60,82)(H,61,72)(H,62,73)(H,63,76)(H,64,74)(H,65,79)(H,66,80)(H,67,75)(H,68,78)(H,69,77)/t31-,32+,33+,35-,36-,37-,38-,39-,40-,41+,43-,44-/m0/s1"
CHEMBL1824029,CC(C1=CC2=C(C=C1)OCC(=O)N2CCN3CCC(CC3)NCC4=NC5=C(C=C4)OCC(=O)N5)O,0.1118,10.1186/s13321-018-0263-1,"InChI=1S/C25H31N5O5/c1-16(31)17-2-4-21-20(12-17)30(24(33)15-35-21)11-10-29-8-6-18(7-9-29)26-13-19-3-5-22-25(27-19)28-23(32)14-34-22/h2-5,12,16,18,26,31H,6-11,13-15H2,1H3,(H,27,28,32)"
CHEMBL1824044,COC1=CC2=C(C=C1)OCC(=O)N2CCN3CCC(CC3)NCC4=NC5=C(C=C4)OCC(=O)N5,0.1118,10.1186/s13321-018-0263-1,"InChI=1S/C24H29N5O5/c1-32-18-3-5-20-19(12-18)29(23(31)15-34-20)11-10-28-8-6-16(7-9-28)25-13-17-2-4-21-24(26-17)27-22(30)14-33-21/h2-5,12,16,25H,6-11,13-15H2,1H3,(H,26,27,30)"
CHEMBL455920,C[C@@H](C1=NC=C(C=N1)F)NC2=NC=C(C(=N2)NC3=CC(=NN3)OC(C)C)Cl,0.1118,10.1186/s13321-018-0263-1,"InChI=1S/C16H18ClFN8O/c1-8(2)27-13-4-12(25-26-13)23-15-11(17)7-21-16(24-15)22-9(3)14-19-5-10(18)6-20-14/h4-9H,1-3H3,(H3,21,22,23,24,25,26)/t9-/m0/s1"
179343-23-8,C1=CC(=C(C(=C1)Br)C2=C(N=C3C(=C2)C=NC(=N3)N)N)Br,0.1141,10.1186/s13321-018-0263-1,"InChI=1S/C13H9Br2N5/c14-8-2-1-3-9(15)10(8)7-4-6-5-18-13(17)20-12(6)19-11(7)16/h1-5H,(H4,16,17,18,19,20)"
1421340-50-2,CC1=C(SC(=N1)NC)C2=NC(=NC=C2C#N)NC3=CC(=CC=C3)N4CCCNCC4,0.1141,10.1186/s13321-018-0263-1,"InChI=1S/C21H24N8S/c1-14-19(30-21(23-2)26-14)18-15(12-22)13-25-20(28-18)27-16-5-3-6-17(11-16)29-9-4-7-24-8-10-29/h3,5-6,11,13,24H,4,7-10H2,1-2H3,(H,23,26)(H,25,27,28)"
CHEMBL1916540,CC1=CC(=O)N(C2=C1C=CC(=C2)OC)CCN3CCC(CC3)NCC4=CC5=C(C=N4)OCCO5,0.1141,10.1186/s13321-018-0263-1,"InChI=1S/C26H32N4O4/c1-18-13-26(31)30(23-15-21(32-2)3-4-22(18)23)10-9-29-7-5-19(6-8-29)27-16-20-14-24-25(17-28-20)34-12-11-33-24/h3-4,13-15,17,19,27H,5-12,16H2,1-2H3"
CHEMBL2158841,C1CN(CCC1CN2CCC(CC2)OC3=CC(=C(C=C3)Cl)Cl)[C@@H](CC4=CC=C(C=C4)F)C(=O)O,0.1141,10.1186/s13321-018-0263-1,"InChI=1S/C26H31Cl2FN2O3/c27-23-6-5-22(16-24(23)28)34-21-9-11-30(12-10-21)17-19-7-13-31(14-8-19)25(26(32)33)15-18-1-3-20(29)4-2-18/h1-6,16,19,21,25H,7-15,17H2,(H,32,33)/t25-/m0/s1"
81403-80-7,COc1cc2c(N)[n]c([n]c2cc1OC)N(C)CCCNC(=O)C1CCCO1,0.115,10.1186/s13321-018-0263-1,"InChI=1S/C19H27N5O4/c1-24(8-5-7-21-18(25)14-6-4-9-28-14)19-22-13-11-16(27-3)15(26-2)10-12(13)17(20)23-19/h10-11,14H,4-9H2,1-3H3,(H,21,25)(H2,20,22,23)"
1918/2/1,Nc1c(Cl)c([n]c(Cl)c1Cl)C(O)=O,0.11625,10.1186/s13321-018-0263-1,"InChI=1S/C6H3Cl3N2O2/c7-1-3(10)2(8)5(9)11-4(1)6(12)13/h(H2,10,11)(H,12,13)"
68-96-2,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0.116400003,10.1186/s13321-018-0263-1,"InChI=1S/C21H30O3/c1-13(22)21(24)11-8-18-16-5-4-14-12-15(23)6-9-19(14,2)17(16)7-10-20(18,21)3/h12,16-18,24H,4-11H2,1-3H3/t16-,17+,18+,19+,20+,21+/m1/s1"
149876-20-0,CCC1=NC2=C(N1CC(C)C)C3=CC=CC=C3N=C2N,0.1165,10.1186/s13321-018-0263-1,"InChI=1S/C16H20N4/c1-4-13-19-14-15(20(13)9-10(2)3)11-7-5-6-8-12(11)18-16(14)17/h5-8,10H,4,9H2,1-3H3,(H2,17,18)"
CHEMBL1934421,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NN2C3CCN(CC3)CC(F)(F)F)C)C(=O)N[C@@H](C)C(C)(C)C,0.1165,10.1186/s13321-018-0263-1,"InChI=1S/C25H36F3N5O3S/c1-16-7-9-20(10-8-16)37(35,36)31-22-21(23(34)29-18(3)24(4,5)6)17(2)30-33(22)19-11-13-32(14-12-19)15-25(26,27)28/h7-10,18-19,31H,11-15H2,1-6H3,(H,29,34)/t18-/m0/s1"
CHEMBL2059196,CCNC(=O)C1=CC2=C(C(=CN=C2N1)C3=CC(=CN=C3)C(=O)O)N4C=CC(=N4)C(F)(F)F,0.1165,10.1186/s13321-018-0263-1,"InChI=1S/C20H15F3N6O3/c1-2-25-18(30)14-6-12-16(29-4-3-15(28-29)20(21,22)23)13(9-26-17(12)27-14)10-5-11(19(31)32)8-24-7-10/h3-9H,2H2,1H3,(H,25,30)(H,26,27)(H,31,32)"
CHEMBL258282,CN1CCN(CC1)CCOC2=NNC3=C2C(=NC=N3)NC4=CC(=C(C=C4)OCC5=CC=CC=N5)Cl,0.1165,10.1186/s13321-018-0263-1,"InChI=1S/C24H27ClN8O2/c1-32-8-10-33(11-9-32)12-13-34-24-21-22(27-16-28-23(21)30-31-24)29-17-5-6-20(19(25)14-17)35-15-18-4-2-3-7-26-18/h2-7,14,16H,8-13,15H2,1H3,(H2,27,28,29,30,31)"
52806-53-8,CC(C)(O)C(=O)Nc1cc(c(cc1)[N+]([O-])=O)C(F)(F)F,0.118,10.1186/s13321-018-0263-1,"InChI=1S/C11H11F3N2O4/c1-10(2,18)9(17)15-6-3-4-8(16(19)20)7(5-6)11(12,13)14/h3-5,18H,1-2H3,(H,15,17)"
148-24-3,Oc1cccc2ccc[n]c21,0.118400895,10.1186/s13321-018-0263-1,"InChI=1S/C9H7NO/c11-8-5-1-3-7-4-2-6-10-9(7)8/h1-6,11H"
1265849-16-8,C1=CC2=C(C=C1C3=CC=NC=C3)SC(=N2)N,0.1189,10.1186/s13321-018-0263-1,"InChI=1S/C12H9N3S/c13-12-15-10-2-1-9(7-11(10)16-12)8-3-5-14-6-4-8/h1-7H,(H2,13,15)"
585543-15-3,CC1=C(C=C(C=C1F)C(=O)NC2CC2)C3=NC=C(C=C3)C(=O)NCC(C)(C)C,0.1189,10.1186/s13321-018-0263-1,"InChI=1S/C22H26FN3O2/c1-13-17(9-15(10-18(13)23)21(28)26-16-6-7-16)19-8-5-14(11-24-19)20(27)25-12-22(2,3)4/h5,8-11,16H,6-7,12H2,1-4H3,(H,25,27)(H,26,28)"
CHEMBL1683934,C1CN(CCC1OC(=O)NC2=CC=CC=C2C3=CC=CC=C3)CCCCCCCCCNC[C@@H](C4=C5C=CC(=O)NC5=C(C=C4)O)O,0.1189,10.1186/s13321-018-0263-1,"InChI=1S/C38H48N4O5/c43-34-19-17-31(32-18-20-36(45)41-37(32)34)35(44)27-39-23-11-4-2-1-3-5-12-24-42-25-21-29(22-26-42)47-38(46)40-33-16-10-9-15-30(33)28-13-7-6-8-14-28/h6-10,13-20,29,35,39,43-44H,1-5,11-12,21-27H2,(H,40,46)(H,41,45)/t35-/m0/s1"
CHEMBL1824040,CC(=O)C1=CC2=C(C=C1)OCC(=O)N2CCN3CCC(CC3)NCC4=NC5=C(C=C4)OCC(=O)N5,0.1189,10.1186/s13321-018-0263-1,"InChI=1S/C25H29N5O5/c1-16(31)17-2-4-21-20(12-17)30(24(33)15-35-21)11-10-29-8-6-18(7-9-29)26-13-19-3-5-22-25(27-19)28-23(32)14-34-22/h2-5,12,18,26H,6-11,13-15H2,1H3,(H,27,28,32)"
CHEMBL2018953,C1CCN[C@H](C1)C(=O)N2CCN(CC2)C3=NC4=C(C=CC=N4)C(=N3)NCC5=C(C=C(C=C5)Cl)Cl,0.1189,10.1186/s13321-018-0263-1,"InChI=1S/C24H27Cl2N7O/c25-17-7-6-16(19(26)14-17)15-29-22-18-4-3-9-28-21(18)30-24(31-22)33-12-10-32(11-13-33)23(34)20-5-1-2-8-27-20/h3-4,6-7,9,14,20,27H,1-2,5,8,10-13,15H2,(H,28,29,30,31)/t20-/m1/s1"
CHEMBL2147226,COC1=NC=C(C=N1)C2=CC=CC(=C2CCNC(=O)C3=CN=C(C=C3)OCCC(F)(F)F)C#N,0.1189,10.1186/s13321-018-0263-1,"InChI=1S/C23H20F3N5O3/c1-33-22-30-13-17(14-31-22)18-4-2-3-15(11-27)19(18)7-9-28-21(32)16-5-6-20(29-12-16)34-10-8-23(24,25)26/h2-6,12-14H,7-10H2,1H3,(H,28,32)"
CHEMBL2313230,CCCN(C1=CN=CN=C1)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3,0.1189,10.1186/s13321-018-0263-1,"InChI=1S/C19H20N3OP/c1-2-13-22(17-14-20-16-21-15-17)24(23,18-9-5-3-6-10-18)19-11-7-4-8-12-19/h3-12,14-16H,2,13H2,1H3"
