Molecule_Name,Smiles,human_mrt,Source
Rivaroxaban,C1OCCN(c2ccc(cc2)N2C(O[C@H](C2)CNC(c2sc(cc2)Cl)=O)=O)C1=O,4.9,10.1124/dmd.118.082966
Rivastigmine,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,1.9,10.1124/dmd.118.082966
Rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,2,10.1124/dmd.118.082966
Ro 02-70608,O=C(C(C(Cl)=CC=C1)=C1C)N[C@H](C(O)=O)CC2=CC=C(NC(C(C(Cl)=CN=C3)=C3Cl)=O)C=C2,1.3,10.1124/dmd.118.082966
Ro25-6833,[H]N([H])c1nc(cs1)C(C(N([H])[C@@H]1C(N2C(=C(CS[C@H]12)C=C1CCN(CC(F)(F)F)C1=O)C(=O)O[H])=O)=O)=NO[H],4.8,10.1124/dmd.118.082966
Rocuronium,CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N5CCOCC5)[N+]6(CC=C)CCCC6,0.95,10.1124/dmd.118.082966
Rofecoxib,c1ccc(cc1)C=1C(=O)OCC1c1ccc(cc1)S(=O)(=O)C,10.8,10.1124/dmd.118.082966
Roflumilast,C(=O)(c1ccc(c(c1)OCC1CC1)OC(F)F)Nc1c(cncc1Cl)Cl,14.5,10.1124/dmd.118.082966
Rolipram,c1(c(ccc(c1)[C@@H]1CNC(C1)=O)OC)OC1CCCC1,1.77,10.1124/dmd.118.082966
Rolitetracycline,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCN4CCCC4)C(=O)c5c(O)cccc5[C@@]3(C)O,9.3,10.1124/dmd.118.082966
Rolofylline,C12CC3C(C1)(CC(C3)C2)c1nc2n(c(=O)n(c(=O)c2[nH]1)CCC)CCC,14.1,10.1124/dmd.118.082966
Romidepsin,C\C=C\1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@@H](NC1=O)C(C)C,2.6,10.1124/dmd.118.082966
Ropinirole,N1C(Cc2c1cccc2CCN(CCC)CCC)=O,4.3,10.1124/dmd.118.082966
Ropivacaine,CCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C,2.3,10.1124/dmd.118.082966
Roquinimex,CN(C(=O)C1=C(O)c2ccccc2N(C)C1=O)c3ccccc3,43,10.1124/dmd.118.082966
Rosaramicin,C1=CC([C@@H](C[C@@H]([C@@H]([C@@H](C)[C@@H](CC(O[C@@H]([C@@H](C)[C@@H]2O[C@@]12C)CC)=O)O)O[C@@H]1O[C@@H](C[C@@H]([C@@H]1O)N(C)C)C)CC=O)C)=O,3.54,10.1124/dmd.118.082966
Rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c3ccccn3,5.1,10.1124/dmd.118.082966
Rosuvastatin,CC(C)c1nc(nc(c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(=O)(=O)C,2.6,10.1124/dmd.118.082966
Rotigotine,c12c(CC[C@@H](C1)[N@@](CCc1cccs1)CCC)c(ccc2)O,2.6,10.1124/dmd.118.082966
RSD921,CN([C@@H]1CCCC[C@H]1N2CCCC2)C(=O)Cc3cccc4c3ccs4,5.9,10.1124/dmd.118.082966
Rucaparib,CNCc1ccc(cc1)c2[nH]c3cc(F)cc4C(=O)NCCc2c34,12.71,10.1124/dmd.118.082966
S 12363,C1[N@@]2CC=C[C@@]3([C@@H]([C@@]([C@@H]4N(C)c5cc(OC)c(cc5[C@@]4(C1)[C@@H]23)[C@@]1(c2c(CC[N@@]3C[C@@](C[C@@H](C1)C3)(O)CC)c1ccccc1[nH]2)C(OC)=O)(O)C(=O)N[C@@H](C(C)C)P(OCC)(=O)OCC)O)CC.S(=O)(=O)(O)O,22.24,10.1124/dmd.118.082966
S-0139,C(OC(/C=C/C(=C1NC(/C=C/C(O)=O)=O)C=C(C=C1)O)=O)[C@@](C([C@@]([C@]1(C(O)=O)CC2)(CC2(C)C)[H])=CC2)([C@@](C)([C@]2([C@](C)([C@@]2(C(C)(C)C(C3)=O)[H])C3)[H])CC2)CC1,3.18,10.1124/dmd.118.082966
Sabeluzole,[H]O[C@H](CN1CCC(CC1)N(C)c1nc2ccccc2s1)COc1ccc(cc1)F,22.6,10.1124/dmd.118.082966
Safinamide,C[C@@H](C(=O)N)NCc1ccc(cc1)OCc2cccc(c2)F,31.16,10.1124/dmd.118.082966
Salvianolic acid B,c1cc(c(cc1C[C@H](C(=O)O)OC(=O)/C=C/c2ccc(c3c2[C@@H]([C@H](O3)c4ccc(c(c4)O)O)C(=O)OC(Cc5ccc(c(c5)O)O)C(=O)O)O)O)O,0.42,10.1124/dmd.118.082966
Saquinavir,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4,4.6,10.1124/dmd.118.082966
SAR 125844,O=C(NC1=NC2=CC=C(C=C2S1)SC3=NN=C4C=CC(C5=CC=C(C=C5)F)=NN43)NCCN6CCOCC6,8.19,10.1124/dmd.118.082966
SarCNU,CN(CC(=O)N)C(=O)N(CCCl)N=O,1.4,10.1124/dmd.118.082966
Sardomozide,c12c(C(=N)N)cccc1\C(=N\NC(=N)N)CC2,104.1,10.1124/dmd.118.082966
Satavaptan,C1C[C@H](CC[C@@]21c1cc(OCC)ccc1N(S(=O)(c1c(cc(C(NC(C)(C)C)=O)cc1)OC)=O)C2=O)OCCN1CCOCC1,9.4,10.1124/dmd.118.082966
Saxagliptin,N1([C@H](CC2[C@H]1C2)C#N)C(=O)[C@@H](C12CC3CC(C1)(O)CC(C3)C2)N,4.1,10.1124/dmd.118.082966
Sch34343,C[C@@H](O)[C@@H]1[C@H]2SC(=C(N2C1=O)C(=O)O)SCCOC(=O)N,0.67,10.1124/dmd.118.082966
Scopolamine,CN1[C@@H]2C[C@H](C[C@H]1[C@@H]3O[C@H]23)OC(=O)[C@H](CO)c4ccccc4,3.2,10.1124/dmd.118.082966
Scutellarin,c1cc(ccc1c2cc(=O)c3c(o2)cc(c(c3O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O,0.31,10.1124/dmd.118.082966
Secretin (human),C[C@H]([C@@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N)NC(=O)CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2cnc[nH]2)N)O,0.4,10.1124/dmd.118.082966
Secretin (porcine),C([C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(NCC(N[C@@H](C(N[C@@H](C(C)C)C(O)=O)=O)CC(C)C)=O)=O)CCC(N)=O)=O)CC(C)C)=O)CC(C)C)=O)CCCNC(N)=N)=O)CCC(N)=O)=O)CC(C)C)=O)CCCNC(N)=N)=O)C)=O)CO)=O)CC(O)=O)=O)CCCNC(N)=N)=O)CC(C)C)=O)CCCNC(N)=N)=O)CO)=O)CC(C)C)=O)CCC(O)=O)=O)CO)=O)[C@@H](C)O)=O)NC([C@@H](NC(CNC([C@@H](NC([C@@H](NC([C@@H](Cc1[nH]ccn1)N)=O)CO)=O)CC(O)=O)=O)=O)[C@@H](C)O)=O)c1ccccc1,0.08,10.1124/dmd.118.082966
Selegiline,CC(Cc1ccccc1)N(C)CC#C,1.6,10.1124/dmd.118.082966
Sematilide,CCN(CC)CCNC(=O)c1ccc(NS(=O)(=O)C)cc1,3.7,10.1124/dmd.118.082966
Semaxanib,N1C(\C(c2ccccc12)=C/c1[nH]c(cc1C)C)=O,1.17,10.1124/dmd.118.082966
Sermorelin,"C([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](NC([C@@H](Cc1ccc(O)cc1)N)=O)C)=O)CC(O)=O)=O)C)=O)[C@@H](CC)C)=O)C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](Cc1ccc(O)cc1)C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(NCC(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](C(N[C@@H](CCCNC(N)=N)C(N)=O)=O)CO)=O)CCSC)=O)[C@@H](CC)C)=O)CC(O)=O)=O)CCC(N)=O)=O)CC(C)C)=O)CC(C)C)=O)CCCCN)=O)CCCNC(N)=N)=O)C)=O)CO)=O)CC(C)C)=O)CCC(N)=O)=O)=O)CC(C)C)=O)C(C)C)=O)CCCCN)=O)CCCNC(N)=N)=O)=O)CO)=O)CC(N)=O)=O)[C@@H](C)O)=O)c1ccccc1
",0.14,10.1124/dmd.118.082966
Silatecan,[Si](C(C)(C)C)(C)(C)C(=C1C(C(N(C1)C(=O)C1=C2[C@](CC)(O)C(OC1)=O)=C2)=N1)C(C1=CC1)=CC=1O,1.3,10.1124/dmd.118.082966
Sildenafil,c1(c2nc3c(c(=O)[nH]2)n(nc3CCC)C)c(ccc(c1)S(=O)(=O)N1CCN(CC1)C)OCC,2.5,10.1124/dmd.118.082966
Sinitrodil,C(CON(=O)=O)N1COc2ccccc2C1=O,0.38,10.1124/dmd.118.082966
Sipatrigine,c1(c2c(nc(N3CCN(C)CC3)nc2)N)c(c(cc(c1)Cl)Cl)Cl,12.26,10.1124/dmd.118.082966
Sisomicin,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(=CC[C@H]3N)CN)[C@@H]2O)OC[C@]1(C)O,3.2,10.1124/dmd.118.082966
Sitafloxacin,N[C@@H]1CN(CC12CC2)c3c(F)cc4C(=O)C(=CN([C@@H]5C[C@@H]5F)c4c3Cl)C(=O)O,6.7,10.1124/dmd.118.082966
Sitagliptin,N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc3cc(F)c(F)cc3F,7.8,10.1124/dmd.118.082966
"Sitosterol, ¦Â-",CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C,250,10.1124/dmd.118.082966
SK-896,O=C(N(CCC1)[C@@H]1C(N[C@]([C@@H](C)CC)([H])C(N[C@H](C(N[C@]([C@H](O)C)([H])C(N[C@H](C(NCC(N[C@@H](CCC(O)=O)C(N[C@@H](CC(C)C)C(N[C@@H](CCC(N)=O)C(N[C@@H](CCCNC(N)=N)C(N[C@@H](CC(C)C)C(N[C@@H](CCC(N)=O)C(N[C@@H](CCC(O)=O)C(N[C@@H](CCCCN)C(N[C@@H](CCC(O)=O)C(N[C@@H](CCCNC(N)=N)C(N[C@@H](CC(N)=O)C(N[C@@H](CCCCN)C(NCC(N[C@@H](CCC(N)=O)C(N[C@H](C(O)=O)CCO)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)CC2=CC=C(O)C=C2)=O)=O)CC3=CC=CC=C3)=O)=O)[C@H](C(C)C)NC([C@@H](N)CC4=CC=CC=C4)=O,0.14,10.1124/dmd.118.082966
SNS-032,N1CCC(CC1)C(=O)Nc1sc(cn1)SCc1oc(cn1)C(C)(C)C,7.13,10.1124/dmd.118.082966
Soblidotin,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@@H]([C@@H](C)C(=O)NCCc2ccccc2)OC)OC)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)N(C)C,4.6,10.1124/dmd.118.082966
Sobrerol,CC1=CC[C@H](C[C@@H]1O)C(C)(C)O,3.1,10.1124/dmd.118.082966
Solifenacin,O=C(O[C@H]1CN2CCC1CC2)N3CCc4ccccc4[C@@H]3c5ccccc5,65,10.1124/dmd.118.082966
Sotalol,CC(C)NCC(O)c1ccc(NS(=O)(=O)C)cc1,11,10.1124/dmd.118.082966
Sparfloxacin,C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O,24,10.1124/dmd.118.082966
Sparfosic acid,[H]N(C(CP(=O)(O[H])O[H])=O)[C@@H](CC(=O)O[H])C(=O)O[H],4.51,10.1124/dmd.118.082966
Spectinomycin,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@@H](O[C@H](C)CC3=O)O[C@@H]2[C@H]1O,2.2,10.1124/dmd.118.082966
Spiramycin,O1[C@H](CC[C@@H](N(C)C)[C@@H]1C)O[C@@H]1[C@@H](C[C@@H]([C@@H]([C@@H](OC)[C@@H](CC(O[C@H](C)CC=CC=C1)=O)O)O[C@@H]1O[C@@H]([C@H]([C@@H]([C@H]1O)N(C)C)O[C@@H]1O[C@H]([C@@H]([C@@](C1)(O)C)O)C)C)CC=O)C,7,10.1124/dmd.118.082966
Spirapril,c1ccccc1CC[C@H](N[C@@H](C(N1[C@@H](CC2(C1)SCCS2)C(=O)O)=O)C)C(=O)OCC,0.61,10.1124/dmd.118.082966
Spisulosine,N[C@@H](C)[C@H](O)CCCCCCCCCCCCCCC,8.89,10.1124/dmd.118.082966
Squalamine,CC(C)[C@@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)NCCCNCCCCN)OS(=O)(=O)O,3.2,10.1124/dmd.118.082966
SR 271425,N(CCN(CC)CC)C(C(=C(C1CNC=O)S2)C(=O)C(C2=CC=C2OC)=C2)=CC=1,5.4,10.1124/dmd.118.082966
SR 4554,"c1cn(c(n1)[N+](=O)[O-])CC(=O)NCC(C(F)(F)F)O
",3.86,10.1124/dmd.118.082966
Stavudine,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,1.4,10.1124/dmd.118.082966
Streptomycin,CN[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O,7.3,10.1124/dmd.118.082966
Stresscopin,"N[C@@H]([C@H](O)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@@H](C(C(C)C))C(=O)N[C@@H](CO)C(=O)N[C@@H](C(C(C)C))C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)N1[C@@H](CCC1)C(=O)N[C@@H]([C@H](O)C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C(C(C)C))C(=O)N[C@@H](C(C(C)C))C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C(C(C)C))C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](C(C(C)C))C(=O)N[C@@H](CCSC)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N
",2.9,10.1124/dmd.118.082966
Sufentanil,CCC(=O)N(c1ccccc1)C2(COC)CCN(CCc3cccs3)CC2,10,10.1124/dmd.118.082966
Sugammadex,C(SCCC(=O)O)[C@@H]1[C@H]2O[C@H]3O[C@H](CSCCC(=O)O)[C@H]([C@@H]([C@H]3O)O)O[C@H]3O[C@H](CSCCC(=O)O)[C@H]([C@@H]([C@H]3O)O)O[C@H]3O[C@H](CSCCC(=O)O)[C@H]([C@@H]([C@H]3O)O)O[C@H]3O[C@@H]([C@@H](O[C@H]4O[C@@H]([C@@H](O[C@H]5O[C@@H]([C@@H](O[C@H]6OC([C@@H](O[C@@H](O1)[C@@H]([C@H]2O)O)[C@H](O)[C@H]6O)CSCCC(=O)O)[C@H](O)[C@H]5O)CSCCC(=O)O)[C@H](O)[C@H]4O)CSCCC(=O)O)[C@@H]([C@H]3O)O)CSCCC(=O)O,2.41,10.1124/dmd.118.082966
Sulbactam,CC1(C)C(N2C(CC2=O)S1(=O)=O)C(=O)O,1,10.1124/dmd.118.082966
Sulbenicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](c3ccccc3)S(=O)(=O)O)C(=O)N2[C@H]1C(=O)O,1.6,10.1124/dmd.118.082966
Sulfadiazine,Nc1ccc(cc1)S(=O)(=O)Nc2ncccn2,8.8,10.1124/dmd.118.082966
Sulfamethoxazole,Cc1onc(NS(=O)(=O)c2ccc(N)cc2)c1,14,10.1124/dmd.118.082966
Sulfasalazine,c1(S(Nc2ccccn2)(=O)=O)ccc(\N=N\c2cc(c(O)cc2)C(O)=O)cc1,6.8,10.1124/dmd.118.082966
Sulfinpyrazone,O=C1C(CCS(=O)c2ccccc2)C(=O)N(N1c3ccccc3)c4ccccc4,5.9,10.1124/dmd.118.082966
Sulfisoxazole,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,9.4,10.1124/dmd.118.082966
Sulmazole,[H]n1c2cccnc2nc1c1ccc(cc1OC)S(C)=O,1,10.1124/dmd.118.082966
Sulpiride,c1(c(ccc(c1)S(=O)(=O)N)OC)C(NC[C@@H]1[N@@](CCC1)CC)=O,8.01,10.1124/dmd.118.082966
Sumatriptan,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,1.5,10.1124/dmd.118.082966
Suprofen,CC(C(=O)O)c1ccc(cc1)C(=O)c2cccs2,0.88,10.1124/dmd.118.082966
Suramin,Cc1ccc(cc1NC(=O)c2cccc(NC(=O)Nc3cccc(c3)C(=O)Nc4cc(ccc4C)C(=O)Nc5ccc(c6cc(cc(c56)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)c2)C(=O)Nc7ccc(c8cc(cc(c78)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,1400,10.1124/dmd.118.082966
Susalimod,[H]N(c1c(C)cccn1)S(c1ccc(C#Cc2ccc(c(c2)C(=O)O[H])O[H])cc1)(=O)=O,23.8,10.1124/dmd.118.082966
Suvorexant,Cc1ccc(c(c1)C(=O)N2CCN(CC[C@H]2C)c3nc4cc(ccc4o3)Cl)n5nccn5,13.76,10.1124/dmd.118.082966
Tacrine,Nc1c2CCCCc2nc3ccccc13,3.3,10.1124/dmd.118.082966
Tacrolimus,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)\[C@H]2OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@]4(O)O[C@H]([C@H](C[C@@H](C)C\C(=C/[C@@H](CC=C)C(=O)C[C@H](O)[C@H]2C)\C)OC)[C@H](C[C@H]4C)OC,27,10.1124/dmd.118.082966
Talinolol,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,11,10.1124/dmd.118.082966
Tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc2ccc(OC)c(c2)S(=O)(=O)N,5.6,10.1124/dmd.118.082966
Tanespimycin,CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(=C\C=C/[C@H](OC)[C@@H](OC(=O)N)\C(=C\[C@H](C)[C@H]1O)\C)\C)C2=O,3.27,10.1124/dmd.118.082966
Tanshinol,OC(C(O)CC1=CC(O)=C(O)C=C1)=O,0.53,10.1124/dmd.118.082966
Tapentadol,c1cc(cc(c1)[C@@H]([C@@H](C)CN(C)C)CC)O,3.62,10.1124/dmd.118.082966
Tariquidar,n1cc(cc2ccccc12)C(=O)Nc1c(cc(c(c1)OC)OC)C(=O)Nc1ccc(cc1)CC[N@@]1Cc2cc(c(cc2CC1)OC)OC,38,10.1124/dmd.118.082966
TAS-106,[C@H]1(n2c(=O)nc(cc2)N)O[C@@H]([C@]([C@H]1O)(O)C#C)CO,11.7,10.1124/dmd.118.082966
Tasidotin,Cl.O=C(N1[C@@H](CCC1)C(=O)NC(C)(C)C)[C@H]1N(CCC1)C(=O)[C@@H](N(C(=O)[C@@H](NC(=O)[C@@H](N(C)C)C(C)C)C(C)C)C)C(C)C,0.58,10.1124/dmd.118.082966
Tasimelteon,CCC(=O)NC[C@@H]1C[C@H]1c2cccc3c2CCO3,0.62,10.1124/dmd.118.082966
Tazarotene,c12c(cc(C#Cc3ccc(C(OCC)=O)cn3)cc1)C(CCS2)(C)C,1.56,10.1124/dmd.118.082966
Tazobactam,S1([C@@]([C@@H](N2C(=O)C[C@@H]12)C(O)=O)(Cn1ccnn1)C)(=O)=O,0.89,10.1124/dmd.118.082966
Tebufelone,[H]C#CCCCC(c1cc(c(c(c1)C(C)(C)C)O[H])C(C)(C)C)=O,22.3,10.1124/dmd.118.082966
Tedizolid,Cn1nc(nn1)c2ccc(cn2)c3ccc(cc3F)N4C[C@@H](OC4=O)CO,12.64,10.1124/dmd.118.082966
Tegafur,c1c(c(=O)[nH]c(=O)n1C2CCCO2)F,10.75,10.1124/dmd.118.082966
Tegaserod,CCCCCNC(=N)N\N=C\c1c[nH]c2ccc(OC)cc12,4.9,10.1124/dmd.118.082966
Teicoplanin A2-1,C(C(=O)N[C@H]1[C@H](Oc2c3cc4[C@H](C(N[C@@H]5c6cc(c7c([C@@H](NC([C@H]([C@@H](c8cc(c(O3)cc8)Cl)O[C@H]3[C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)NC(C)=O)NC5=O)=O)C(=O)O)cc(O)cc7O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)O)CO)c(cc6)O)=O)NC([C@@H]3c5cc(Oc6cc(ccc6O)[C@@H](C(N[C@@H](C(N3)=O)Cc3cc(c(Oc2c4)cc3)Cl)=O)N)cc(c5)O)=O)O[C@@H]([C@H](O)[C@@H]1O)CO)C\C=C/CCCCC,45.6,10.1124/dmd.118.082966
Teicoplanin A2-2,C(C)(CCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4[C@H](C(N[C@@H]5c6cc(c7c([C@@H](NC([C@H]([C@@H](c8cc(c(O3)cc8)Cl)O[C@H]3[C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)NC(C)=O)NC5=O)=O)C(=O)O)cc(O)cc7O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)O)CO)c(cc6)O)=O)NC([C@@H]3c5cc(Oc6cc(ccc6O)[C@@H](C(N[C@@H](C(N3)=O)Cc3cc(c(Oc2c4)cc3)Cl)=O)N)cc(c5)O)=O)O[C@@H]([C@H](O)[C@@H]1O)CO)C,56.1,10.1124/dmd.118.082966
Teicoplanin A2-3,C(CC)CCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4[C@H](C(N[C@@H]5c6cc(c7c([C@@H](NC([C@H]([C@@H](c8cc(c(O3)cc8)Cl)O[C@H]3[C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)NC(C)=O)NC5=O)=O)C(=O)O)cc(O)cc7O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)O)CO)c(cc6)O)=O)NC([C@@H]3c5cc(Oc6cc(ccc6O)[C@@H](C(N[C@@H](C(N3)=O)Cc3cc(c(Oc2c4)cc3)Cl)=O)N)cc(c5)O)=O)O[C@@H]([C@H](O)[C@@H]1O)CO,51.7,10.1124/dmd.118.082966
Teicoplanin A2-4,C([C@@H](CC)C)CCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4[C@H](C(N[C@@H]5c6cc(c7c([C@@H](NC([C@H]([C@@H](c8cc(c(O3)cc8)Cl)O[C@H]3[C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)NC(C)=O)NC5=O)=O)C(=O)O)cc(O)cc7O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)O)CO)c(cc6)O)=O)NC([C@@H]3c5cc(Oc6cc(ccc6O)[C@@H](C(N[C@@H](C(N3)=O)Cc3cc(c(Oc2c4)cc3)Cl)=O)N)cc(c5)O)=O)O[C@@H]([C@H](O)[C@@H]1O)CO,64.8,10.1124/dmd.118.082966
Teicoplanin A2-5,C(C(C)C)CCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4[C@H](C(N[C@@H]5c6cc(c7c([C@@H](NC([C@H]([C@@H](c8cc(c(O3)cc8)Cl)O[C@H]3[C@@H]([C@H]([C@H](O)[C@H](O3)CO)O)NC(C)=O)NC5=O)=O)C(=O)O)cc(O)cc7O[C@H]3O[C@@H]([C@@H](O)[C@@H]([C@@H]3O)O)CO)c(cc6)O)=O)NC([C@@H]3c5cc(Oc6cc(ccc6O)[C@@H](C(N[C@@H](C(N3)=O)Cc3cc(c(Oc2c4)cc3)Cl)=O)N)cc(c5)O)=O)O[C@@H]([C@H](O)[C@@H]1O)CO,78.2,10.1124/dmd.118.082966
Telavancin,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc3c4Oc5ccc(cc5Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@H]6C(=O)N[C@H]7C(=O)N[C@@H]([C@H](O)c8ccc(Oc3cc6c4)c(Cl)c8)C(=O)N[C@H](C(=O)O)c9cc(O)c(CNCP(=O)(O)O)c(O)c9c%10cc7ccc%10O)O[C@@H](C)[C@H]1O,9.2,10.1124/dmd.118.082966
Telcagepant,O=c1n(c2c([nH]1)nccc2)C1CCN(CC1)C(=O)N[C@H]1C(=O)N(CC(F)(F)F)C[C@@H](CC1)c1c(F)c(F)ccc1,2.5,10.1124/dmd.118.082966
Telithromycin,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]3N(CCCCn4cnc(c4)c5cccnc5)C(=O)O[C@]13C)OC,3.6,10.1124/dmd.118.082966
