Molecule_Name,Smiles,rat_CL_mL_min_kg,Source
,N(C)1CCN(C2C=C(C(C3C=CC4C=CC=CC=4C=3)=NN=2)C2=CC=NC=C2)CC1,28.50 ,10.1021/acs.molpharmaceut.4c00406
,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,25.00 ,10.1021/acs.molpharmaceut.4c00406
,OC[C@H]1O[C@H](SC(N(C)CC)=N2)[C@H]2[C@@H](O)[C@@H]1O,66.30 ,10.1021/acs.molpharmaceut.4c00406
,FC[C@H]1OC(SC(NCC)=N2)[C@H]2[C@@H](O)[C@@H]1O,37.40 ,10.1021/acs.molpharmaceut.4c00406
,OC[C@H]1O[C@H]2[C@H](N=C(NCC)S2)[C@@H](F)[C@@H]1O,31.90 ,10.1021/acs.molpharmaceut.4c00406
,FCCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,33.60 ,10.1021/acs.molpharmaceut.4c00406
,O[C@@H]1[C@@H](CO)O[C@H](SC(N(C)CC=C)=N2)[C@H]2[C@H]1O,45.80 ,10.1021/acs.molpharmaceut.4c00406
,FC[C@H]1O[C@H](SC(N(C)C)=N2)[C@H]2[C@@H](O)[C@@H]1O,43.70 ,10.1021/acs.molpharmaceut.4c00406
,FC[C@H]1O[C@H](SC(NC)=N2)[C@H]2[C@@H](O)[C@@H]1O,27.80 ,10.1021/acs.molpharmaceut.4c00406
,CCCNC1=N[C@@H]2[C@@H](F)[C@H](O)[C@@H](CO)O[C@@H]2S1,48.10 ,10.1021/acs.molpharmaceut.4c00406
,CNC1=N[C@@H]2[C@H](F)[C@H](O)[C@@H](CO)O[C@@H]2S1,36.80 ,10.1021/acs.molpharmaceut.4c00406
,CN(C)C1=N[C@@H]2C[C@H](O)[C@@H](CO)O[C@@H]2S1,25.70 ,10.1021/acs.molpharmaceut.4c00406
,CNC(S1)=N[C@H]2[C@@H]1O[C@H](CO)[C@@H](O)C2,39.00 ,10.1021/acs.molpharmaceut.4c00406
,FC[C@H]1O[C@H](SC(NC)=N2)[C@H]2[C@H](F)[C@@H]1O,14.40 ,10.1021/acs.molpharmaceut.4c00406
,O[C@H]1[C@H](O)[C@H]2N=C(N3CCC3)S[C@H]2O[C@@H]1CO,53.60 ,10.1021/acs.molpharmaceut.4c00406
,CNC1=N[C@@H]2C[C@H](O)[C@@H](C(F)F)O[C@@H]2S1,30.40 ,10.1021/acs.molpharmaceut.4c00406
,CCCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](C(F)F)O[C@@H]2S1,72.60 ,10.1021/acs.molpharmaceut.4c00406
,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](C(F)F)O[C@@H]2S1,36.70 ,10.1021/acs.molpharmaceut.4c00406
,FC(F)[C@H]1O[C@H](SC(NC)=N2)[C@H]2[C@@H](O)[C@@H]1O,27.10 ,10.1021/acs.molpharmaceut.4c00406
,CN(C)C1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](C(F)F)O[C@@H]2S1,70.50 ,10.1021/acs.molpharmaceut.4c00406
,CNC1=N[C@@H]2[C@H](F)[C@H](O)[C@@H](C(F)F)O[C@@H]2S1,11.40 ,10.1021/acs.molpharmaceut.4c00406
,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](C(F)F)O[C@@H]2S1,36.20 ,10.1021/acs.molpharmaceut.4c00406
,O=C1NC(N2CCC3(CN(CCO)C4=C3C(F)=CC(F)=C4)CC2)=NC5=C1CCCC5,9.00 ,10.1021/acs.molpharmaceut.4c00406
,O=C1NC(N2CCN(C3=CC=CC=C3OC)CC2)=NC4=C1CCCC4,68.00 ,10.1021/acs.molpharmaceut.4c00406
,N1=C(C2=CC=C(S(=O)(=O)C)C=N2)N(C2C=CC=CC=2Cl)C(/C=C/C2OC(C3C=CC(C#N)=CC=3)=NN=2)=N1,39.67 ,10.1021/acs.molpharmaceut.4c00406
,C[C@]1([C@@H](F)[C@@H](C)SC(N)=N1)C2=CC(NC(C3=NC=C(OCF)N=C3)=O)=CC=C2F,27.00 ,10.1021/acs.molpharmaceut.4c00406
,c12c(N(C)C(N(C)C1=O)=O)nc(c3ncccc3)[nH]2,134.33 ,10.1021/acs.molpharmaceut.4c00406
,c12n(CC(=NN1c3ccccc3)c4ccc(Cl)cc4)c5c(C(=O)N(C(=O)N5C)C)n2,37.83 ,10.1021/acs.molpharmaceut.4c00406
,O=C1NC(C2=CC(NC(CN3CCN(C)CC3)=O)=CC=C2OCCC)=NC(CC)=C1CC,37.67 ,10.1021/acs.molpharmaceut.4c00406
,NC(C1=CC(F)=C(N2CCC[C@H](NC(C#CC)=O)C2)C3=C1NC(C)=C3C)=O,8.70 ,10.1021/acs.molpharmaceut.4c00406
,O=C1N(CCC(C)C)C2=CC=C(Cl)C=C2[C@]13C(N=NN4[C@H](C5=CC=C(Cl)C=C5)C)=C4NC(C3)=O,13.67 ,10.1021/acs.molpharmaceut.4c00406
,O[C@H]([C@H](F)[C@@H]1F)C2=C1C(OC3=CC(C#N)=CC(F)=C3)=CC=C2S(C)(=O)=O,19.00 ,10.1021/acs.molpharmaceut.4c00406
,NC1=C(C(N)=O)C=NC2=C(C3=C(OC)C=C(C=NN4)C4=C3)C=CC(F)=C21,20.80 ,10.1021/acs.molpharmaceut.4c00406
,BrC1=CC=CC(NC(NC2=CC(OC3=CC(SC(NC(C4CC4)=O)=N5)=C5C=C3)=CC=C2F)=O)=C1,2.60 ,10.1021/acs.molpharmaceut.4c00406
,COC=4C=C3CCN(C=O)[C@@]([H])(CC/C2=C/NC=1/C=C(/C)C=CC=12)C3=CC=4OC,28.33 ,10.1021/acs.molpharmaceut.4c00406
,O=C(CC(NC1=CC(F)=CC=C1)=O)NC2=CC(NN=C3/C=C/C4=CC=CC=N4)=C3C=C2,55,10.1021/acs.molpharmaceut.4c00406
,CC(=O)N1CCC(CC1)C(=O)N1N=CC[C@H]1c1ccccc1,44,10.1021/acs.molpharmaceut.4c00406
,O=C(C1CCN(CC1)C(=O)c1cocn1)N1N=CCC1c1ccccc1,58,10.1021/acs.molpharmaceut.4c00406
,O=C(C1CCN(CC1)C(=O)c1cnco1)N1N=CC[C@H]1c1ccccc1,42,10.1021/acs.molpharmaceut.4c00406
,O=C(C1CCN(CC1)C(=O)c1cn[nH]c1)N1N=CCC1c1ccccc1,46,10.1021/acs.molpharmaceut.4c00406
,O=C(C1CCN(CC1)C(=O)c1c[nH]nn1)N1N=CCC1c1ccccc1,37,10.1021/acs.molpharmaceut.4c00406
,Cc1nnc(o1)N1CCC(CC1)C(=O)N1N=CC[C@H]1c1ccccc1,18,10.1021/acs.molpharmaceut.4c00406
,Fc1cc(F)cc(c1)[C@@H]1CC=NN1C(=O)C1CCN(CC1)c1cnc(cn1)C#N,47,10.1021/acs.molpharmaceut.4c00406
,Fc1cc(F)cc(c1)[C@@H]1CC=NN1C(=O)C1CCN(CC1)c1cc(ncn1)C#N,46,10.1021/acs.molpharmaceut.4c00406
,Cc1nnc(o1)N1CCC(CC1)C(=O)N1N=CC[C@H]1c1cc(F)cc(F)c1,14,10.1021/acs.molpharmaceut.4c00406
,O=C(NC1=CC=C(C2=C(F)C=C(C(O)(C(F)(F)F)C(F)(F)F)C=C2)C=C1)CC3=CC=CC=C3[N+]([O-])=O,5.44,10.1021/acs.molpharmaceut.4c00406
,OC(C(F)(F)F)(C(F)(F)F)C1=CC(F)=C(C(C=C2)=CC=C2NC(CC3=CC=C(S(=O)(C)=O)C=C3)=O)C=C1,3.23,10.1021/acs.molpharmaceut.4c00406
,OC(C(F)(F)F)(C(F)(F)F)C1=CC(F)=C(C(C=C2)=CC=C2NC(CC3=CC=C(S(=O)(CC)=O)C=C3)=O)C=C1,4.54,10.1021/acs.molpharmaceut.4c00406
,O=C1C2=C(OC)C=C(OC)C=C2OC(C3=CC(C)=C(OC[C@H](O)CN4CCCCC4)C(C)=C3)=C1,24.67,10.1021/acs.molpharmaceut.4c00406
,O=C1C2=C(OC)C=C(OC)C=C2OC(C3=CC(C)=C(OC[C@H](O)CN4CCN(C)CC4)C(C)=C3)=C1,24.67,10.1021/acs.molpharmaceut.4c00406
,O=C1NC(N2CCC3(C(N(C)C4=C3C(F)=CC(N5C[C@H](C)O[C@H](C)C5)=C4)=O)CC2)=NC6=C1CCCN6C,3.17,10.1021/acs.molpharmaceut.4c00406
,O=C1NC(N2CCC3(CN(CCO)C4=C3C(F)=CC(F)=C4)CC2)=NC5=C1CCCC5,9,10.1021/acs.molpharmaceut.4c00406
,N1=C(C2=CC=C(C=N2)S(C)(=O)=O)N(C2C=CC=CC=2Cl)C(/C=C/C2=NN=C(C3=CC=C(C=C3)C#N)O2)=N1,39.67,10.1021/acs.molpharmaceut.4c00406
,CC1=CC(/C=C/C#N)=CC(C)=C1OC2=C(C=CS3)C3=NC(NC4CCN(CC5=CC=C(S(=O)(N)=O)C=C5)CC4)=N2,38.33,10.1021/acs.molpharmaceut.4c00406
,CCNC(=O)c(c1)[nH]c(c12)c(=O)n(C)cc2-c3c(ccc(c3)S(=O)(=O)CC)Oc(c4C)c(C)ccc4,45.17,10.1021/acs.molpharmaceut.4c00406
,Cc1cc(cc(C)c1CCS(=O)(=O)N2CCC3(CC2)N=C(NC3=O)c4ccc(OC(F)(F)F)cc4)N5C(=O)NC(=O)C5(C)C,30.5,10.1021/acs.molpharmaceut.4c00406
,CO[C@H](C)[C@H](NC(=O)OC)C(=O)N1[C@H]2CCC[C@H]2C[C@H]1c1ncc([nH]1)-c1ccc-2c(c1)-c1ccc(cc-21)-c1cnc([nH]1)[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC,33.8,10.1021/acs.molpharmaceut.4c00406
,CNC(=O)c1c(oc2cc(N(Cc3ccc(B(O)O)c(F)c3)S(C)(=O)=O)c(cc12)C1CC1)-c1ccc(F)cc1,29,10.1021/acs.molpharmaceut.4c00406
,CNC(=O)c1c(oc2cc(N(C3CCc4c3cccc4B(O)O)S(C)(=O)=O)c(cc12)C1CC1)-c1ccc(F)cc1,69,10.1021/acs.molpharmaceut.4c00406
,CNC(=O)c1c(oc2cc(N3[C@H](COC3=O)c3ccc(B(O)O)c(F)c3)c(cc12)C1CC1)-c1ccc(F)cc1,22,10.1021/acs.molpharmaceut.4c00406
,CNC(=O)c1c(oc2cc(c(cc12)C1CC1)-n1ncnc1-c1ccc(B(O)O)c(F)c1)-c1ccc(F)cc1,4.5,10.1021/acs.molpharmaceut.4c00406
,CNC(=O)c1c(oc2cc(c(cc12)C1CC1)-n1nccc1-c1ccc(B(O)O)c(F)c1)-c1ccc(F)cc1,5.4,10.1021/acs.molpharmaceut.4c00406
,CNC(=O)c1c(oc2cc(N(c3ccc(B(O)O)c(Cl)c3)S(C)(=O)=O)c(cc12)C1CC1)-c1ccc(F)cc1,5.1,10.1021/acs.molpharmaceut.4c00406
,CNC(=O)c1c(oc2cc(N(c3cc4COB(O)c4c(Cl)c3)S(C)(=O)=O)c(cc12)C1CC1)-c1ccc(F)cc1,6.9,10.1021/acs.molpharmaceut.4c00406
,CC1=CC(/C=C/C#N)=CC(C)=C1OC2=C(SC=C3)C3=NC(NC4=CC(F)=C(C#N)C=C4)=N2,3.83,10.1021/acs.molpharmaceut.4c00406
,O=C(CN(C(O1)=O)C([C@@]21CCC3=CC(NC(NC)=O)=CC=C32)=O)N(CC4=CC=CC=C4CC5)[C@@H]5C6CC6,27.9,10.1021/acs.molpharmaceut.4c00406
,O=C(CN(C(O1)=O)C([C@@]21CCC3=CC(NC(NC)=O)=CC=C32)=O)N(CC4=CC=CC=C4CC5)[C@@H]5C(F)(F)F,35.1,10.1021/acs.molpharmaceut.4c00406
,O=C(CN(C(O1)=O)C([C@@]21CCC3=CC(C4=CN(C)N=C4)=CC=C32)=O)N(CC5=CC(F)=CC=C5OC6)[C@@H]6C(F)(F)F,29.8,10.1021/acs.molpharmaceut.4c00406
,O=C(CN(C(N1)=O)C([C@]21CCC3=CC(C4=CN(C)N=C4)=CC=C32)=O)N(CC5=CC(F)=CC=C5OC6)[C@@H]6C7CC7,20.7,10.1021/acs.molpharmaceut.4c00406
,O=C(CN(C(N1)=O)C([C@]21CCC3=CC(C4=CN(C)N=C4)=CC=C32)=O)N(CC5=CC(F)=CC=C5OC6)[C@@H]6C(F)(F)F,13.4,10.1021/acs.molpharmaceut.4c00406
,C[C@@H](COCC1)N1C2=NC(SC(C3=NNC=C3)=N4)=C4C(N5[C@H](C)COCC5)=N2,9.5,10.1021/acs.molpharmaceut.4c00406
,CC1=C(C2=CC=C(OC)C=C2)SC(C(CC)=O)=C1C3=CC=C(S(=O)(N)=O)C=C3,31,10.1021/acs.molpharmaceut.4c00406
,CC1=C(C2=CC=C(Cl)C=C2)SC(C(CC)=O)=C1C3=CC=C(S(=O)(N)=O)C=C3,1.3,10.1021/acs.molpharmaceut.4c00406
,C[C@H]1Cc2c(CN1C(=O)c3cccc(c3F)C(F)(F)F)nnn2c4ncc(F)cn4 {A1=S},12.00 ,10.1021/acs.molpharmaceut.4c00406
,O=C(C1=CC=CC(C(F)(F)F)=C1Cl)N2[C@@H](C)CC3=C(N=NN3C4=CSC=C4)C2,3.70 ,10.1021/acs.molpharmaceut.4c00406
,O=C(N1CCN[C@H](C)C1)C2=NC3=CC=C(Cl)C=C3C(NC4=NNC(C5CC5)=C4)=N2,70.70 ,10.1021/acs.molpharmaceut.4c00406
,COC(C(OC)=C1)=CC=C1C2=CC3=C(O2)C=CC(CCCOC)=C7,33.00 ,10.1021/acs.molpharmaceut.4c00406
,ClC1=C(N2CC[C@@H](OC3=CC=C(N4[C@@H](CC(O)=O)[C@H](C)C(C(F)(F)F)=N4)C=C3)[C@H](C)C2)C=C(OC)N=C2,3.40 ,10.1021/acs.molpharmaceut.4c00406
,FC1=C(N2CC[C@@H](OC3=CC=C(N4[C@@H](CC(O)=O)[C@H](C)C(C(F)(F)F)=N4)C=C3)[C@H](C)C2)C=C(OCC)C=C2,5.00 ,10.1021/acs.molpharmaceut.4c00406
,FC1=C(N2CCC(OC3=CC=C(N4[C@@H](CC(O)=O)[C@H](C)C(C(F)(F)F)=N4)C=C3)CC2)C=C(OC)C=C2,17.00 ,10.1021/acs.molpharmaceut.4c00406
,O=C1C(C2=C(N(CCCN(CC)CC)C(C3=C2C=CC=C3)=O)C4=C1C=C(C)O4)=O,176.00 ,10.1021/acs.molpharmaceut.4c00406
,O=C(N1C2CCN(CC#N)CC2)C=NC3=C1C4=CC(C5=CN=C(N)C=C5)=CC=C4N=C3,1.53 ,10.1021/acs.molpharmaceut.4c00406
,Cc1nc(c2n1ncnc2N3CCC3)c4cnn(c4c5ccc(cn5)C(F)(F)F)C,122.00 ,10.1021/acs.molpharmaceut.4c00406
,N1([C@@H](CO[C@@H](C1)CC#N)c1ccccc1)c1nc2c(cc1)OCC(N2)=O,141.00 ,10.1021/acs.molpharmaceut.4c00406
,CCCCS(=O)(=O)C[C@H]1C[C@H](C1)N(c2ncnc3c2cc[nH]3)C,14.60 ,10.1021/acs.molpharmaceut.4c00406
,CCCS(=O)(=O)N[C@H]1C[C@H](C1)N(c2ncnc3c2cc[nH]3)C,26.60 ,10.1021/acs.molpharmaceut.4c00406
,CCCS(=O)(=O)N[C@H]1C[C@@H](C1)N(c2ncnc3c2cc[nH]3)C,56.40 ,10.1021/acs.molpharmaceut.4c00406
,CN([C@H]1C[C@H](C1)NS(=O)(=O)CCCC#N)c2ncnc3c2cc[nH]3,44.00 ,10.1021/acs.molpharmaceut.4c00406
,CC(C)(C)C1=CC(N2C(NC(C=C2)=O)=O)=CC(/C=C/C3=CC=C(NS(=O)(C)=O)C=C3)=C1OC,0.90 ,10.1021/acs.molpharmaceut.4c00406
,CC1(C)Cc2c(C(=O)N)c(NC(=O)c3ccn[nH]3)sc2C(C)(C)O1,1.92 ,10.1021/acs.molpharmaceut.4c00406
,COc1ccc2c(c1)O[C@H](C[C@H]2NC(=O)C3(CC3)c4ccc5c(c4)OC(O5)(F)F)c6cccc(c6)C(=O)O,1.24 ,10.1021/acs.molpharmaceut.4c00406
,COc1ccc2c(c1)O[C@H](C[C@H]2NC(=O)C3(CC3)c4ccc5c(c4)OC(O5)(F)F)c6ccc(cc6)C(=O)O,0.62 ,10.1021/acs.molpharmaceut.4c00406
,c1cc(ccc1[C@H]2C[C@H](c3ccc(cc3O2)OC(F)F)NC(=O)C4(CC4)c5ccc6c(c5)OC(O6)(F)F)C(=O)O,0.55 ,10.1021/acs.molpharmaceut.4c00406
,O=C(CC[C@H](C(N)=O)NC([C@H](C)NC(/C=C/C1=CC=C(F)C=C1Cl)=O)=O)N[C@@H](CCCCNC(CCC(O[C@H]([C@@H](NC(OC(C)(C)C)=O)C2=CC=CC=C2)C(O[C@@H]3C(C)=C4C(C)(C)[C@@]([C@@H](OC(C5=CC=CC=C5)=O)[C@@]([C@@](CO6)(OC(C)=O)[C@@]6([H])C[C@@H]7O)([H])[C@]7(C)C([C@@H]4O)=O)(O)C3)=O)=O)=O)C(O)=O,6.66 ,10.1021/acs.molpharmaceut.4c00406
,O=C(CC[C@H](C(N)=O)NC([C@H](C)NC(/C=C/C1=CC=C(F)C=C1Cl)=O)=O)N[C@@H](CCCCNC(CCC(O[C@H]([C@@H](NC(OC(C)(C)C)=O)C2=CC=CC=C2)C(O[C@@H]3C(C)=C4C(C)(C)[C@@]([C@@H](OC(C5=CC=CC=C5)=O)[C@@]([C@@](CO6)(OC(C)=O)[C@@]6([H])C[C@@H]7O)([H])[C@]7(C)C([C@@H]4O)=O)(O)C4)=O)=O)=O)C(O)=O,4.21 ,10.1021/acs.molpharmaceut.4c00406
,O=C(CC[C@H](C(N)=O)NC([C@H](C)NC(/C=C/C1=CC=C(F)C=C1Cl)=O)=O)N[C@@H](CCCCNC(CCC(O[C@H]([C@@H](NC(OC(C)(C)C)=O)C2=CC=CC=C2)C(O[C@@H]3C(C)=C4C(C)(C)[C@@]([C@@H](OC(C5=CC=CC=C5)=O)[C@@]([C@@](CO6)(OC(C)=O)[C@@]6([H])C[C@@H]7O)([H])[C@]7(C)C([C@@H]4O)=O)(O)C5)=O)=O)=O)C(O)=O,2.97 ,10.1021/acs.molpharmaceut.4c00406
,CC(C)[C@@H]([C@@H](c1ccccc1)Oc2ccc3c(c2)cnn3c4ccc(=O)n(c4)C)NC(=O)C(C)(F)F,4.50 ,10.1021/acs.molpharmaceut.4c00406
,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,90.00 ,10.1021/acs.molpharmaceut.4c00406
,CN1C=C(C=C(Nc2ccc(cn2)N2CCN(CC2)C2COC2)C1=O)c1ccnc(c1CO)N1CCn2c3c(cc2C1=O)CC(C)(C)C3,165.00 ,10.1021/acs.molpharmaceut.4c00406
,C[C@H]1CN(CCN1c1ccc(nc1)NC1=CC(=CN(C)C1=O)c1ccnc(c1CO)N1CCn2c3c(cc2C1=O)CC(C)(C)C3)C1COC1,27.40 ,10.1021/acs.molpharmaceut.4c00406
,COc1cccc(c1)C(=O)N[C@H]2C[C@]([C@H]3[C@@H]2[C@@H]3C(=O)O)(C(=O)O)N,18.30 ,10.1021/acs.molpharmaceut.4c00406
,O=[N+](C1=CN2C(OC[C@H](OC3=CC=C(OC(F)(F)F)C=C3)C2)=N1)[O-],11.00 ,10.1021/acs.molpharmaceut.4c00406
,O=[N+](C1=CN2C(OC[C@H](OC3=CC=C(C(F)(F)F)C=N3)C2)=N1)[O-],6.10 ,10.1021/acs.molpharmaceut.4c00406
,O=C1N([C@H]2CCN(C(CC)=O)C2)C3=NC(NC4=CC(C)=C(N5CCN(C)CC5)C=C4)=NC=C3CN1C6=CC(OC)=CC=C6F,2.64 ,10.1021/acs.molpharmaceut.4c00406
,O=C1N([C@H]2CCN(C(CC)=O)C2)C3=NC(NC4=CC(C)=C(N5CCN(C)CC5)C=C4)=NC=C3CN1C6=CC(OC)=CC=C6Cl,1.84 ,10.1021/acs.molpharmaceut.4c00406
,O=C1N([C@H]2CCN(C(CC)=O)C2)C3=NC(NC4=CC(C)=C(N5CCN(C6COC6)CC5)C=C4)=NC=C3CN1C7=CC(OC)=CC=C7Cl,1.73 ,10.1021/acs.molpharmaceut.4c00406
,c1(c(cc2c(c1)c(c[nH]2)C(=O)O)Cl)c1ccc(cc1)C1(CCC1)O,22.60 ,10.1021/acs.molpharmaceut.4c00406
,c1(c(cc2c(c1F)c(c[nH]2)C(O)=O)F)c1ccc(cc1)[C@H]1OCCCC1,1.15 ,10.1021/acs.molpharmaceut.4c00406
,N(c1ccc(c(n1)OC)c1c(cc2c(c1)c(c[nH]2)C(O)=O)Cl)(C)C,0.05 ,10.1021/acs.molpharmaceut.4c00406
,CC1=CCC[C@H]1NC(=O)Nc1ccc(Cl)c(c1O)S(=O)(=O)C(C)(C)CF,15.70 ,10.1021/acs.molpharmaceut.4c00406
,CC1=CCC[C@H]1NC(=O)Nc1ccc(Cl)c(c1O)S(=O)(=O)[C@@]1(C)CCOC1,9.10 ,10.1021/acs.molpharmaceut.4c00406
,O=C(NC(CC(N)=O)C(NC([C@@H](C)O)C(NC(CC1=CNC2=C1C=CC=C2)C(NC(CC(N)=O)C(N3C(C(NC4CC5=CNC6=C5C=CC=C6)=O)CCC3)=O)=O)=O)=O)C(CSCC7=CC(CSCC(C(N8C(C(NC(CC9=CNC%10=C9C=CC=C%10)C(NC(CC(O)=O)C(NC(C)C(N%11C(C(NC%12CC(C)C)=O)CCC%11)=O)=O)=O)=O)CCC8)=O)NC4=O)=CC(CSCC(C(NC(C)C(N(C)CC(N(C)CC(N(C)CC(NC(CCCNC(N)=N)C(NC(CCCNC(N)=N)C(N)=O)=O)=O)=O)=O)=O)=O)NC%12=O)=C7)NC(C)=O,8.20 ,10.1021/acs.molpharmaceut.4c00406
,O=C(NC(C)CNC(CC1=CNC=N1)C(NC(CCC(N)=O)C(NC(CC(O)=O)C(NC(C(NC(C(N)=O)CSC2)=O)CC(C)C)=O)=O)=O)C3CSCC4=CC2=CC(CSCC(C(NC(C(NC(C(N5C(C(NC(C(NC(CCCCNC(N)=N)C(N3)=O)=O)CC6=CC=C(O)C=C6)=O)CC5)=O)CC7=CC=CC=C7)=O)CO)=O)NC(C)=O)=C4,6.20 ,10.1021/acs.molpharmaceut.4c00406
,[C@@H]1([C@]2([C@@]1(CN(C2)C(O[C@H](CO)C(F)(F)F)=O)[H])[H])c1nn(c2ccc(cc2)F)cc1,61.00 ,10.1021/acs.molpharmaceut.4c00406
,CC1=CC(C(CC)(CC)C2=CC=C(C(NCCCN(CC)CC)=O)N2CC)=CC=C1OCCC(CC)(O)CC,0.21 ,10.1021/acs.molpharmaceut.4c00406
,CC1=CC(C(CC)(CC)C2=CC=C(C(NCCCN3CCOCC3)=O)N2CC)=CC=C1OCCC(CC)(O)CC,0.49 ,10.1021/acs.molpharmaceut.4c00406
,CC(C)(C(=O)O)Oc1ccc(cc1)c2cc(c(nc2)N)c3ccc(cc3)Cl,0.76 ,10.1021/acs.molpharmaceut.4c00406
,O=C(N(C)C)C1=CC2=CN=C(NC3=CC=C(NC(CCCCCCC(NO)=O)=O)C=C3)N=C2N1C4CCCC4,69.00 ,10.1021/acs.molpharmaceut.4c00406
,COC(N[C@@H](C1CCOCC1)C(N2[C@H](C3=NC=C(C4=CC=C(N([C@H](C5=CC=C(CCCO6)C6=C5)O7)C(C8=C7C=C(C9=CN=C([C@@H]%10CCCN%10C([C@H](C(C)C)NC(OC)=O)=O)N9)C=C8F)=C%11)C%11=C4)N3)CCC2)=O)=O,11.00 ,10.1021/acs.molpharmaceut.4c00406
,COC(N[C@@H](C1CCOCC1)C(N2[C@H](C3=NC=C(C4=CC=C(N([C@H](C5=CC=C(N(C)CCO6)C6=C5)O7)C(C8=C7C=C(C9=CN=C([C@@H]%10CCCN%10C([C@H](C(C)C)NC(OC)=O)=O)N9)C=C8F)=C%11)C%11=C4)N3)CCC2)=O)=O,2.00 ,10.1021/acs.molpharmaceut.4c00406
,COC(N[C@@H](C1CCOCC1)C(N2[C@H](C3=NC=C(C4=CC=C(N([C@H](C5=CC=C(C)S5)O6)C(C7=C6C=C(C8=CN=C([C@@H]9CCCN9C([C@H](C(C)C)NC(OC)=O)=O)N8)C=C7F)=C%10)C%10=C4)N3)CCC2)=O)=O,24.00 ,10.1021/acs.molpharmaceut.4c00406
,COC(N[C@@H](C1CCOCC1)C(N2[C@H](C3=NC=C(C4=CC=C(N([C@H](C5=CC=C(CC)S5)O6)C(C7=C6C=C(C8=CN=C([C@@H]9CCCN9C([C@H](C(C)C)NC(OC)=O)=O)N8)C=C7F)=C%10)C%10=C4)N3)CCC2)=O)=O,12.00 ,10.1021/acs.molpharmaceut.4c00406
,COC(N[C@@H](C1CCOCC1)C(N2[C@H](C3=NC=C(C4=CC=C(N([C@H](C5=CC=C(C(C)C)S5)O6)C(C7=C6C=C(C8=CN=C([C@@H]9CCCN9C([C@H](C(C)C)NC(OC)=O)=O)N8)C=C7F)=C%10)C%10=C4)N3)CCC2)=O)=O,13.00 ,10.1021/acs.molpharmaceut.4c00406
,COC(N[C@@H](C1CCOCC1)C(N2[C@H](C3=NC=C(C4=CC=C(N([C@H](C5=CC=C(C6CC6)S5)O7)C(C8=C7C=C(C9=CN=C([C@@H]%10CCCN%10C([C@H](C(C)C)NC(OC)=O)=O)N9)C=C8F)=C%11)C%11=C4)N3)CCC2)=O)=O,18.00 ,10.1021/acs.molpharmaceut.4c00406
,COC(N[C@@H](C(C)C)C(N1[C@H](C2=NC=C(C3=CC=C(N([C@H](C4=CC=C(CCCO5)C5=C4)O6)C(C7=C6C=C(C8=CN=C([C@@H]9CCCN9C([C@H](C%10CCOCC%10)NC(OC)=O)=O)N8)C=C7F)=C%11)C%11=C3)N2)CCC1)=O)=O,19.00 ,10.1021/acs.molpharmaceut.4c00406
,COC(N[C@@H](C(C)C)C(N1[C@H](C2=NC=C(C3=CC=C(N([C@H](C4=CC=C(N(C)CCO5)C5=C4)O6)C(C7=C6C=C(C8=CN=C([C@@H]9CCCN9C([C@H](C%10CCOCC%10)NC(OC)=O)=O)N8)C=C7F)=C%11)C%11=C3)N2)CCC1)=O)=O,13.00 ,10.1021/acs.molpharmaceut.4c00406
,COC(N[C@@H](C1CCO[C@H](C)C1)C(N2[C@H](C3=NC=C(C4=CC=C(N([C@H](C5=CC=C(C6CC6)S5)O7)C(C8=C7C=C(C9=CN=C([C@@H]%10CCCN%10C([C@H](C(C)C)NC(OC)=O)=O)N9)C=C8F)=C%11)C%11=C4)N3)CCC2)=O)=O,11.00 ,10.1021/acs.molpharmaceut.4c00406
,COC(N[C@@H](C1CCO[C@@H](C)C1)C(N2[C@H](C3=NC=C(C4=CC=C(N([C@H](C5=CC=C(C6CC6)S5)O7)C(C8=C7C=C(C9=CN=C([C@@H]%10CCCN%10C([C@H](C(C)C)NC(OC)=O)=O)N9)C=C8F)=C%11)C%11=C4)N3)CCC2)=O)=O,11.00 ,10.1021/acs.molpharmaceut.4c00406
,COC(N[C@@H](C1C[C@H](C)O[C@H](C)C1)C(N2[C@H](C3=NC=C(C4=CC=C(N([C@H](C5=CC=C(C6CC6)S5)O7)C(C8=C7C=C(C9=CN=C([C@@H]%10CCCN%10C([C@H](C(C)C)NC(OC)=O)=O)N9)C=C8F)=C%11)C%11=C4)N3)CCC2)=O)=O,11.00 ,10.1021/acs.molpharmaceut.4c00406
